stop_id,stop_name,stop_lat,stop_lon,wheelchair_boarding,stop_code
100471,Esquimalt Rd at Fraser St,48.43008,-123.41396,0,100471
100472,Munro St at Fraser St,48.42405,-123.41555,0,100472
100473,Lyall St at Fraser St,48.42818,-123.41411,0,100473
100474,Cook St at Finlayson St,48.44748,-123.34982,0,100474
100475,Foul Bay Rd at Runnymede Ave,48.4188,-123.32458,0,100475
100476,Tillicum Rd at Craigflower Rd,48.44225,-123.40196,0,100476
100477,Foul Bay Rd at Runnymede Ave,48.419,-123.3241,0,100477
100478,Fraser St at Wychbury Ave,48.42615,-123.41483,0,100478
100479,Richmond Rd at Bay St,48.43406,-123.32901,0,100479
100481,Fraser St at Bewdley Ave,48.42468,-123.4155,0,100481
100482,Crescent Rd at Foul Bay Rd,48.41215,-123.32807,0,100482
100483,Tillicum Rd at Craigflower Rd,48.44131,-123.40245,0,100483
100485,Shelbourne St at Kings Rd,48.43852,-123.33347,0,100485
100486,Burnside Rd E at Harriet Rd,48.4492,-123.38427,0,100486
100487,Finlayson St at Cook St,48.44781,-123.3486,0,100487
100488,Cook St at Finlayson St,48.4481,-123.34981,0,100488
100489,Foul Bay Rd at Richardson St,48.42053,-123.32347,0,100489
100490,Finlayson St at Cook St,48.44789,-123.349,0,100490
100491,Craigflower Rd at Tillicum Rd,48.44228,-123.40317,0,100491
100492,Craigflower Rd at Tillicum Rd,48.44251,-123.40404,0,100492
100493,Foul Bay Rd at Richardson St,48.4206,-123.32333,0,100493
100495,Harriet Rd at Burnside Rd E,48.44992,-123.38402,0,100495
100496,5100 Blk Sooke Rd,48.39096,-123.64113,0,100496
100497,Cedar Hill Rd at Gosworth Rd,48.44659,-123.34499,0,100497
100498,Fort St at Lee Ave,48.43146,-123.32616,0,100498
100499,Cedar Hill Rd at Lang St,48.44642,-123.34537,0,100499
100500,McNeill Ave at Foul Bay Rd,48.42024,-123.32281,0,100500
100501,Tillicum Rd at Selkirk Ave,48.44377,-123.40147,0,100501
100502,Oak Bay Ave at Amphion St,48.42638,-123.32402,0,100502
100504,McNeill Ave at Foul Bay Rd,48.42037,-123.32294,0,100504
100505,Hillside Ave at Doncaster Dr,48.44357,-123.33882,0,100505
100506,Richmond Rd at Haultain St,48.43553,-123.32891,0,100506
100507,UVic Exch Bay H,48.4664,-123.30866,0,100507
100508,Metchosin Rd at Happy Valley Rd,48.38102,-123.5302,0,100508
100509,Tillicum Rd at Gosper Cres,48.44368,-123.40171,0,100509
100510,Bowker St at Monteith St,48.43242,-123.30841,0,100510
100511,900 Blk Foul Bay Rd,48.42226,-123.32252,0,100511
100512,Oak Bay Ave at Foul Bay Rd,48.42652,-123.32331,0,100512
100513,Cook St at Slater St,48.44905,-123.35035,0,100513
100514,Hillside Ave at Doncaster Dr,48.44384,-123.3377,0,100514
100515,Fort St at Lee Ave,48.43156,-123.3251,0,100515
100517,Foul Bay Rd at Oak Bay Ave,48.42576,-123.32277,0,100517
100518,Richmond Rd at Haultain St,48.43623,-123.32856,0,100518
100519,Lyall St at Admirals Rd,48.42834,-123.4167,0,100519
100520,Quadra St at Inverness Rd,48.45154,-123.36108,0,100520
100521,Crescent Rd at King George Terr,48.41065,-123.32392,0,100521
100522,Foul Bay Rd at Granite St,48.42539,-123.32231,0,100522
100523,Burnside Rd W at Albion Rd,48.45037,-123.38628,0,100523
100524,Colville Rd at Hutchinson Ave,48.43819,-123.41091,0,100524
100525,Gorge Rd W at Orillia St,48.44733,-123.39717,0,100525
100526,Esquimalt Rd at Admirals Rd,48.42984,-123.4166,0,100526
100527,Burnside Rd W at Wascana St,48.45049,-123.38686,0,100527
100528,Admirals Rd at Lyall St,48.42843,-123.41713,0,100528
100529,Admirals Rd at Esquimalt Rd,48.42947,-123.4169,0,100529
100530,Richmond Rd at Kings Rd,48.43755,-123.32848,0,100530
100531,Shelbourne St at Pearl St,48.44171,-123.33353,0,100531
100532,Tillicum Rd at Tillicum Bridge,48.44579,-123.40049,0,100532
100533,Foul Bay Rd at Leighton Rd,48.42858,-123.32275,0,100533
100534,Boleskine Rd at Whittier Ave,48.4521,-123.38056,0,100534
100535,Boleskine Rd at Douglas St,48.4526,-123.37623,0,100535
100536,Oak Bay Ave at Foul Bay Rd,48.4264,-123.32177,0,100536
100537,Colville Rd at Hutchinson Ave,48.43836,-123.41083,0,100537
100538,Harriet Rd at Hampton Rd,48.45194,-123.38207,0,100538
100539,Tillicum Rd at Tillicum Bridge,48.44546,-123.40094,0,100539
100540,Quadra St at Holmes St,48.45232,-123.3606,0,100540
100541,Finlayson St at Cedar Hill Rd,48.4483,-123.34482,0,100541
100542,Boleskine Rd at Douglas St,48.45274,-123.3764,0,100542
100543,Admirals Rd at Esquimalt Rd,48.43049,-123.41703,0,100543
100544,Richmond Rd at Kings Rd,48.43773,-123.32824,0,100544
100545,Esquimalt Rd at Admirals Rd,48.42994,-123.41754,0,100545
100546,Foul Bay Rd at Milton St,48.42922,-123.32252,0,100546
100547,Quimper St Loop,48.40892,-123.3234,0,100547
100548,Finlayson St at Cedar Hill Rd,48.44845,-123.34493,0,100548
100549,Shelbourne St at Pearl St,48.44224,-123.33334,0,100549
100550,Foul Bay Rd at Bourchier St,48.42995,-123.32263,0,100550
100551,Douglas St at Boleskine Rd - Uptown,48.45322,-123.3759,0,100551
100552,McNeill Ave at Falkland Rd,48.42033,-123.32049,0,100552
100553,Cook St at Maplewood Rd,48.45056,-123.3505,0,100553
100554,Douglas St at Saanich Rd - Uptown,48.45328,-123.37553,0,100554
100556,Foul Bay Rd at Goldsmith St,48.43078,-123.32239,0,100556
100557,Cedar Hill Rd at Finlayson St,48.44905,-123.34361,0,100557
100558,McNeill Ave at Falkland Rd,48.42017,-123.31945,0,100558
100559,Foul Bay Rd at Fort St,48.43176,-123.32255,0,100559
100561,Fort St at Foul Bay Rd,48.43215,-123.32293,0,100561
100562,Gorge Rd W at Tillicum Rd,48.44766,-123.39921,0,100562
100563,Cedar Hill Rd at North Dairy Rd,48.44927,-123.34313,0,100563
100564,Saanich Rd at Oak St - Uptown,48.4535,-123.37463,0,100564
100565,Richmond Rd at Newton St,48.43913,-123.32797,0,100565
100566,Hillside Ave at Shakespeare St,48.44482,-123.33521,0,100566
100567,Colville Rd at Intervale Ave,48.43795,-123.4135,0,100567
100568,Richmond Rd at Newton St,48.43924,-123.32814,0,100568
100569,Gorge Rd W at Tillicum Rd,48.4478,-123.39944,0,100569
100570,Admirals Rd at Naden Way,48.43345,-123.41735,0,100570
100571,Saanich Rd at Oak St - Uptown,48.45394,-123.37459,0,100571
100572,Burnside Rd W at Millgrove St,48.45177,-123.38935,0,100572
100573,Cadboro Bay Rd at Foul Bay Rd,48.43225,-123.32166,0,100573
100574,Oak Bay Ave at Elgin Rd,48.42659,-123.31962,0,100574
100575,Foul Bay Rd at Cadboro Bay Rd,48.4328,-123.3223,0,100575
100576,Tillicum Rd at Gorge Rd W,48.44829,-123.39977,0,100576
100577,Shelbourne St at Myrtle Ave,48.44398,-123.33328,0,100577
100578,Maplewood Rd at Cook St,48.45187,-123.3509,0,100578
100579,Colville Rd at Veterans Dr,48.43795,-123.4147,0,100579
100580,Admirals Rd at Naden Way,48.4338,-123.41785,0,100580
100581,Tillicum Rd at Gorge Rd W,48.44804,-123.40031,0,100581
100582,Victoria Ave at Windsor Rd,48.42179,-123.31841,0,100582
100583,Victoria Ave at McNeill Ave,48.42061,-123.31835,0,100583
100584,North Dairy Rd at Wetherby Rd,48.44831,-123.34009,0,100584
100585,Craigflower Rd at Esquimalt Gorge Park,48.44415,-123.40742,0,100585
100586,Craigflower Rd at Esquimalt Gorge Park,48.44418,-123.40722,0,100586
100587,Burnside Rd W at Millgrove St,48.45173,-123.38892,0,100587
100588,Oak Bay Ave at Yale St,48.42645,-123.31856,0,100588
100589,Victoria Ave at Pentland Rd,48.41957,-123.31773,0,100589
100590,Shelbourne St at Hillside Ave,48.4451,-123.33344,0,100590
100591,Victoria Ave at Central Ave,48.41709,-123.31787,0,100591
100593,Saanich Rd at Blanshard St - Uptown,48.45497,-123.37295,0,100593
100594,Esquimalt Rd at Sturdee St,48.42967,-123.42083,0,100594
100595,Hillside Ave at Shelbourne St,48.44533,-123.33448,0,100595
100596,Richmond Rd at Allenby St,48.44106,-123.32774,0,100596
100597,Esquimalt Rd at Foster St,48.42967,-123.42204,0,100597
100598,Tillicum Rd at Obed Ave,48.44973,-123.39839,0,100598
100599,Quadra St at Cook St,48.45434,-123.35988,0,100599
100600,Saanich Rd at Vernon Ave,48.45532,-123.37155,0,100600
100601,Tillicum Rd at Obed Ave,48.45028,-123.39748,0,100601
100602,Foul Bay Rd at Haultain St,48.43546,-123.32237,0,100602
100603,Maplewood Rd at Oakmount Rd,48.45298,-123.35046,0,100603
100604,Obed Ave at Tillicum Rd,48.45026,-123.39832,0,100604
100605,Foul Bay Rd at Haultain St,48.43565,-123.32217,0,100605
100606,Richmond Rd at Allenby St,48.44152,-123.32747,0,100606
100608,Obed Ave at Tillicum Rd,48.45005,-123.39823,0,100608
100610,North Dairy Rd at Keats St,48.44827,-123.33728,0,100610
100611,North Dairy Rd at Keats St,48.44814,-123.3368,0,100611
100612,Hillside Centre,48.44737,-123.33548,0,100612
100613,Colville Rd at Flag Dr,48.43759,-123.41685,0,100613
100614,Quadra St at Cloverdale Ave,48.4552,-123.35977,0,100614
100615,Shelbourne St at Hillside Ave,48.44619,-123.33316,0,100615
100616,Cadboro Bay Rd at Cranmore Rd,48.43272,-123.3185,0,100616
100617,Gorge Rd W at Gorge View Dr,48.4487,-123.40361,0,100617
100618,Lansdowne Rd at Shelbourne St,48.44584,-123.33265,0,100618
100619,Tillicum Rd at Arena Rd,48.45155,-123.39635,0,100619
100620,Burnside Rd W at Albina St,48.45311,-123.39152,0,100620
100621,Admirals Rd at Colville Rd,48.43704,-123.41804,0,100621
100622,Oak Bay Ave at Wilmot Pl,48.42645,-123.31703,0,100622
100623,Burnside Rd W at Albina St,48.45315,-123.39202,0,100623
100624,Admirals Rd at Colville Rd,48.43703,-123.41838,0,100624
100625,Foul Bay Rd at Kings Rd,48.43738,-123.32229,0,100625
100626,Foul Bay Rd at Kings Rd,48.43756,-123.32208,0,100626
100627,Cedar Hill Rd at McRae Ave,48.45097,-123.3409,0,100627
100628,Tillicum Rd at Maddock Ave W,48.45223,-123.39527,0,100628
100629,Windsor Rd at Hampshire Rd,48.42198,-123.31563,0,100629
100630,Maplewood Rd at Camrose Cres,48.45409,-123.35069,0,100630
100631,Cedar Hill Rd at Doncaster Dr,48.45064,-123.34159,0,100631
100632,Oak Bay Ave at Hampshire Rd,48.42657,-123.31573,0,100632
100633,Central Ave at Monterey Ave,48.41666,-123.31526,0,100633
100634,Craigflower Rd at Forshaw Rd,48.44543,-123.40975,0,100634
100635,Esquimalt Rd at Grafton St,48.42936,-123.42345,0,100635
100636,Shelbourne St at Hillside Centre,48.44677,-123.33345,0,100636
100637,North Dairy Rd at Browning St,48.44825,-123.3347,0,100637
100638,Colville Rd at Admirals Rd,48.43755,-123.4187,0,100638
100639,Cadboro Bay Rd at Epworth St,48.43255,-123.32012,0,100639
100641,Lansdowne Rd at Aldridge St,48.44625,-123.33053,0,100641
100642,Vernon Ave at Saanich Rd,48.4565,-123.3713,0,100642
100643,Saanich Rd at Darwin Ave,48.45704,-123.36965,0,100643
100644,Craigflower Rd at Forshaw Rd,48.44559,-123.41045,0,100644
100645,Saanich Rd at Darwin Ave,48.45717,-123.36927,0,100645
100646,Richmond Rd at Forrester St,48.44406,-123.32709,0,100646
100647,Quadra St at Tattersall Dr,48.45786,-123.36003,0,100647
100648,Tillicum Rd at Tillicum Centre,48.45333,-123.39435,0,100648
100649,Obed Ave at Bodega Rd,48.45129,-123.40062,0,100649
100650,Blanshard St at Ravine Way - Uptown,48.45701,-123.37602,0,100650
100651,Canteen Rd at Esquimalt Rd,48.4289,-123.42462,0,100651
100652,Richmond Rd at Forrester St,48.44396,-123.32691,0,100652
100653,Lansdowne Rd at Richmond Rd,48.44608,-123.32717,0,100653
100654,Windsor Rd at Monterey Ave,48.42197,-123.3139,0,100654
100655,Quadra St at Tattersall Dr,48.45827,-123.35988,0,100655
100656,Shelbourne St at North Dairy Rd,48.44843,-123.33312,0,100656
100657,Oak Bay Ave at Monterey Ave,48.42641,-123.31459,0,100657
100659,Foul Bay Rd at Townley St,48.44006,-123.32217,0,100659
100661,Maplewood Rd at Derby Rd,48.45565,-123.35083,0,100661
100662,Burnside Rd W at Tillicum Rd,48.45462,-123.39358,0,100662
100664,Cadboro Bay Rd at Eastdowne Rd,48.43357,-123.3171,0,100664
100665,Foul Bay Rd at Townley St,48.44053,-123.32193,0,100665
100668,Obed Ave at Bodega Rd,48.45165,-123.40109,0,100668
100669,Monterey Ave at Woodlawn Cres,48.4285,-123.31393,0,100669
100670,Burnside Rd W at Tillicum Rd,48.45516,-123.39353,0,100670
100671,Tillicum Centre - Lower Level,48.45429,-123.3964,0,100671
100673,Cadboro Bay Rd at Eastdowne Rd,48.43346,-123.31591,0,100673
100674,Monterey Ave at Woodlawn Cres,48.42849,-123.31413,0,100674
100676,Cedar Hill Rd at Oak Crest Dr,48.45298,-123.34013,0,100676
100677,Cedar Hill Rd at Oak Crest Dr,48.45315,-123.34025,0,100677
100678,Richmond Rd at Watson St,48.44554,-123.32677,0,100678
100679,Vernon Ave at Ravine Way,48.45895,-123.37649,0,100679
100680,Lansdowne Rd at Richmond Rd,48.44622,-123.32717,0,100680
100681,Foul Bay Rd at Neil St,48.44171,-123.32208,0,100681
100682,Maplewood Rd at Pike St,48.4566,-123.35099,0,100682
100683,Craigflower Rd at Garthland Rd,48.4466,-123.4122,0,100683
100684,Carey Rd at Harriet Rd,48.45834,-123.37926,0,100684
100685,Shelbourne St at McRae Ave,48.45008,-123.33326,0,100685
100686,Oak Bay Ave at Oliver St,48.42636,-123.31232,0,100686
100687,Craigflower Rd at Garthland Rd,48.44653,-123.41238,0,100687
100688,Maplewood Rd at Pike St,48.45707,-123.35086,0,100688
100689,Foul Bay Rd at Neil St,48.44222,-123.32183,0,100689
100690,Windsor Rd at St Patrick St,48.42195,-123.31139,0,100690
100691,Admirals Rd at Coles St,48.43809,-123.42228,0,100691
100692,Admirals Rd at Coles St,48.43822,-123.42224,0,100692
100693,Esquimalt Rd at Lyall St,48.42842,-123.42811,0,100693
100694,Central Ave at St Patrick St,48.41666,-123.31157,0,100694
100695,Gorge Rd W at Dysart Rd,48.45016,-123.40912,0,100695
100697,Shelbourne St at McRae Ave,48.45088,-123.33306,0,100697
100698,HMC Dockyard Terminal,48.42764,-123.42815,0,100698
100699,Gorge Rd W at Dysart Rd,48.45018,-123.40874,0,100699
100700,500 Blk Obed Ave,48.45284,-123.4037,0,100700
100701,Oak Bay Ave at York Pl,48.42647,-123.31141,0,100701
100702,Foul Bay Rd at Forrester St,48.44334,-123.32197,0,100702
100703,Parklands Dr at Cunningham Rd,48.44153,-123.42035,0,100703
100704,500 Blk Obed Ave,48.45284,-123.40337,0,100704
100706,Kingsmill Rd at Alexander Rd,48.44266,-123.41971,0,100706
100707,Cedar Hill Rd at Derby Rd,48.45469,-123.33984,0,100707
100708,St Ann St at Cranmore Rd,48.43105,-123.31219,0,100708
100709,Hwy 1 at Tillicum Rd,48.45836,-123.39114,0,100709
100710,Hwy 1 at Tillicum Rd,48.4579,-123.3899,0,100710
100711,Cedar Hill Rd at Derby Rd,48.45504,-123.33953,0,100711
100712,Richmond Rd at Lansdowne Rd,48.44741,-123.32614,0,100712
100713,Quadra St at Rock St,48.45996,-123.36056,0,100713
100714,Newport Ave at St David St,48.42595,-123.30996,0,100714
100715,Windsor Rd at Transit Rd,48.42193,-123.30943,0,100715
100716,Burnside Rd W at Interurban Rd,48.4569,-123.3946,0,100716
100717,Foul Bay Rd at Mid-Downe Rd,48.44458,-123.32176,0,100717
100718,Cadboro Bay Rd at Dalhousie St,48.43454,-123.31317,0,100718
100719,Richmond Rd at Lansdowne Rd,48.44722,-123.32639,0,100719
100720,St Ann St at Cranmore Rd,48.43152,-123.31168,0,100720
100721,Central Ave at Transit Rd,48.41664,-123.30924,0,100721
100722,Saanich Rd at Pendene Pl,48.46072,-123.3691,0,100722
100723,Kingsmill Rd at Parklands Dr,48.44174,-123.4221,0,100723
100724,Saanich Rd at Pendene Pl,48.46107,-123.36902,0,100724
100725,Foul Bay Rd at Lansdowne Rd,48.44546,-123.32189,0,100725
100726,Carey Rd at Huxley St,48.45963,-123.38121,0,100726
100727,Shelbourne St at Knight Ave,48.45293,-123.33321,0,100727
100728,Parklands Dr at McAdam Pl,48.44055,-123.42356,0,100728
100729,Carey Rd at Huxley St,48.46026,-123.38175,0,100729
100731,Shelbourne St at Knight Ave,48.45309,-123.33302,0,100731
100732,Blenkinsop Rd at Tattersall Dr,48.45909,-123.35101,0,100732
100733,Admirals Rd at Parklands Dr,48.43933,-123.4247,0,100733
100734,Newport Ave at Beresford St,48.42543,-123.30887,0,100734
100735,Obed Ave at Dysart Rd,48.45399,-123.40561,0,100735
100736,Blenkinsop Rd at Tattersall Dr,48.45922,-123.35082,0,100736
100737,Cadboro Bay Rd at Tod Rd,48.43588,-123.31289,0,100737
100739,Cadboro Bay Rd at Woodhouse Rd,48.43662,-123.31304,0,100739
100741,UVic Exch Bay M,48.46602,-123.30836,0,100741
100742,Newport Ave at Transit Rd,48.42462,-123.30805,0,100742
100743,Burnside Rd W at Interurban Rd,48.45821,-123.39495,0,100743
100744,Cowper St at Dysart Rd,48.45373,-123.407,0,100744
100745,St Ann St at Bowker Ave,48.43299,-123.31073,0,100745
100746,Quadra St at Rock St,48.46047,-123.36048,0,100746
100747,Cadboro Bay Rd at Kinross Ave,48.43727,-123.3128,0,100747
100748,Bowker Ave at Lulie St,48.43308,-123.31013,0,100748
100749,Carey Rd at Seaton St,48.46122,-123.38327,0,100749
100750,Richmond Rd at McRae Ave,48.45001,-123.32564,0,100750
100751,Richmond Rd at Ernest Ave,48.4498,-123.32537,0,100751
100752,Foul Bay Rd at Camosun College,48.44746,-123.32138,0,100752
100753,Cedar Hill Rd at Rowan St,48.45718,-123.33921,0,100753
100754,Craigflower Rd at Aral Rd,48.44964,-123.42043,0,100754
100755,Craigflower Rd at Dellwood Rd,48.44782,-123.41568,0,100755
100756,Cadboro Bay Rd at Estevan Ave,48.43851,-123.31265,0,100756
100757,Newport Ave at Windsor Rd,48.42384,-123.3067,0,100757
100758,Cadboro Bay Rd at Pacific Ave,48.43881,-123.31282,0,100758
100759,Saanich Rd at Lodge Ave,48.46288,-123.36805,0,100759
100760,Saanich Rd at Lodge Ave,48.46361,-123.36781,0,100760
100761,Shelbourne St at Derby Rd,48.45475,-123.33297,0,100761
100762,Admirals Rd at Luscombe Pl,48.44042,-123.42619,0,100762
100763,Foul Bay Rd at Camosun College,48.448,-123.32036,0,100763
100764,Central Ave at Byng St,48.41655,-123.30633,0,100764
100765,Newport Ave at Windsor Rd,48.4233,-123.30624,0,100765
100766,Carey Rd at Seaton St,48.46171,-123.38362,0,100766
100767,Westhills Exch Bay B,48.44567,-123.53189,0,100767
100768,Cedar Hill Rd at Rowan St,48.45761,-123.33889,0,100768
100769,Windsor Rd at Newport Ave,48.42376,-123.30606,0,100769
100771,Quadra St at Lodge Ave,48.46248,-123.35999,0,100771
100772,Cowper St at Austin Ave,48.45457,-123.40886,0,100772
100773,Cadboro Bay Rd at Harlow Dr,48.44005,-123.31269,0,100773
100774,Cowper St at Austin Ave,48.45441,-123.40888,0,100774
100775,Richmond Rd at Woodley Rd,48.4521,-123.3264,0,100775
100776,Admirals Rd at Caroline Rd,48.44033,-123.42573,0,100776
100777,Cadboro Bay Rd at Harlow Dr,48.44001,-123.31249,0,100777
100778,Richmond Rd at Woodley Rd,48.45226,-123.32625,0,100778
100779,Gorge Rd W at Colquitz Ave,48.45146,-123.41521,0,100779
100780,Carey Rd at Diamond St,48.46239,-123.38479,0,100780
100781,Shelbourne St at Derby Rd,48.45585,-123.33314,0,100781
100782,Quadra St at Palmer Rd,48.46309,-123.35951,0,100782
100783,Beach Dr at Bowker Ave,48.43217,-123.30686,0,100783
100784,Richmond Rd at Knight Ave,48.45315,-123.32677,0,100784
100785,Carey Rd at Tillicum Rd,48.46281,-123.38503,0,100785
100786,Central Ave at Newport Ave,48.41649,-123.30426,0,100786
100787,Beach Dr at Bowker Ave,48.43239,-123.3065,0,100787
100788,Newport Ave at Orchard Ave,48.42163,-123.30401,0,100788
100789,Blenkinsop Rd at Judge Pl,48.46215,-123.35025,0,100789
100790,Blenkinsop Rd at Judge Pl,48.46227,-123.35008,0,100790
100791,800 Blk Newport Ave,48.4183,-123.30381,0,100791
100792,Cadboro Bay Rd at Dufferin Ave,48.44216,-123.31223,0,100792
100793,Richmond Rd at Mayfair Dr,48.4539,-123.327,0,100793
100794,Nottingham Rd at Thompson Ave,48.44133,-123.3119,0,100794
100795,Craigflower Rd at Aral Rd,48.44916,-123.42007,0,100795
100796,Newport Ave at McNeill Ave,48.42042,-123.3033,0,100796
100797,Interurban Rd at Dumeresq St,48.46236,-123.39536,0,100797
100798,Shelbourne St at Donnelly Ave,48.45722,-123.33293,0,100798
100799,Craigflower Rd at Rankin Rd,48.44838,-123.4174,0,100799
100800,Oak Bay Marina,48.42368,-123.30293,0,100800
100801,Beach Dr at Dalhousie St,48.43358,-123.30587,0,100801
100802,Musgrave St at Thompson Ave,48.43812,-123.30811,0,100802
100803,Cowper St at Colquitz Ave,48.45564,-123.41131,0,100803
100805,Burnside Rd W at Rolston Cres,48.46035,-123.39965,0,100805
100806,Carey Rd at Kent Rd,48.4639,-123.38673,0,100806
100807,Thompson Ave at Musgrave St,48.43814,-123.30848,0,100807
100808,Mayhew St at Dufferin Ave,48.43984,-123.30936,0,100808
100809,Cowper St at Colquitz Ave,48.45561,-123.41193,0,100809
100810,Burnside Rd W at Admirals Rd,48.46063,-123.40028,0,100810
100811,Shelbourne St at Pear St,48.45824,-123.33312,0,100811
100813,3600 Blk Cedar Hill Rd,48.46022,-123.33831,0,100813
100814,Beach Dr at Dalhousie St,48.43438,-123.305,0,100814
100815,Estevan Ave at Dunlevy St,48.43718,-123.3069,0,100815
100816,3600 Blk Cedar Hill Rd,48.46017,-123.33813,0,100816
100817,Hwy 1 at McKenzie Ave,48.45978,-123.40334,0,100817
100818,Westhills Exch Bay A,48.44576,-123.53214,0,100818
100819,Admirals Rd at Seenupin Rd,48.4444,-123.42789,0,100819
100820,Richmond Rd at Cedar Ave,48.45607,-123.3283,0,100820
100821,Estevan Ave at Dunlevy St,48.43734,-123.30696,0,100821
100822,Richmond Rd at Cedar Ave,48.45628,-123.3282,0,100822
100823,Admirals Rd at Seenupin Rd,48.44438,-123.42814,0,100823
100824,Nottingham Rd at Burdick Ave,48.44211,-123.31031,0,100824
100826,Foul Bay Rd at University Woods,48.44971,-123.31797,0,100826
100827,Foul Bay Rd at University Woods,48.44954,-123.31802,0,100827
100828,Quadra St at Hulford St,48.46569,-123.3612,0,100828
100829,Shelbourne St at Pear St,48.45882,-123.33289,0,100829
100831,Saanich Rd at Greenridge Cres,48.46653,-123.36932,0,100831
100832,Admirals Rd at Hallowell Rd,48.4473,-123.4265,0,100832
100834,Glanford Ave at McKenzie Ave,48.46627,-123.38791,0,100834
100835,Blenkinsop Rd at Union Rd,48.46459,-123.35026,0,100835
100836,Saanich Rd at Greenridge Cres,48.46634,-123.3687,0,100836
100837,Admirals Rd at Cowper St,48.45622,-123.41362,0,100837
100838,Estevan Ave at Beach Dr,48.43637,-123.30449,0,100838
100839,Carey Rd at Glanford Ave,48.46493,-123.38813,0,100839
100841,Burnside Rd W at McKenzie Ave,48.46183,-123.40181,0,100841
100842,Veterans Memorial Pky at Langford Pky,48.44099,-123.50256,0,100842
100843,Burnside Rd W at McKenzie Ave,48.46164,-123.40176,0,100843
100844,Richmond Rd at Kingsberry Cres,48.45812,-123.32916,0,100844
100846,Gorge Rd W at Admirals Rd,48.45301,-123.41942,0,100846
100847,Estevan Ave at Beach Dr,48.43633,-123.30403,0,100847
100848,Blenkinsop Rd at Union Rd,48.46522,-123.35001,0,100848
100849,Admirals Rd at Gorge Rd W,48.45379,-123.41989,0,100849
100850,Uplands Rd at Dewdney Ave,48.4443,-123.30947,0,100850
100852,Admirals Rd at Murray Dr,48.45503,-123.41764,0,100852
100853,Quadra St at Reynolds Rd,48.46682,-123.36191,0,100853
100854,Borden St at Reynolds Rd,48.46693,-123.36025,0,100854
100855,Interurban Rd at Columbine Way,48.46403,-123.39712,0,100855
100856,Craigflower Rd at Admirals Rd,48.45057,-123.424,0,100856
100857,Admirals Rd at Murray Dr,48.45471,-123.41858,0,100857
100858,UVic Exch Bay L,48.46588,-123.3085,0,100858
100859,Craigflower Rd at Admirals Rd,48.45077,-123.42409,0,100859
100860,Interurban Rd at Columbine Way,48.46416,-123.39704,0,100860
100861,Richmond Rd at Poplar Ave,48.45951,-123.33,0,100861
100862,Cedar Hill Rd at Cedar Hill X Rd,48.46205,-123.33732,0,100862
100863,Cedar Hill Rd at Cedar Hill X Rd,48.4622,-123.33741,0,100863
100864,Henderson Rd at Dundrum Rd,48.4513,-123.31601,0,100864
100865,Carey Rd at Columbine Way,48.46576,-123.39049,0,100865
100866,Carey Rd at Ralph St,48.46417,-123.38688,0,100866
100867,Shelbourne St at Cedar Hill X Rd,48.46097,-123.33308,0,100867
100868,Cedar Hill X Rd at Merriman Dr,48.4642,-123.34239,0,100868
100869,Richmond Rd at Poplar Ave,48.45972,-123.3299,0,100869
100870,Nottingham Rd at Dorset Rd,48.44356,-123.3074,0,100870
100871,UVic Exch Bay O,48.46579,-123.30838,0,100871
100872,Hwy 17 at McKenzie Ave,48.46744,-123.38214,0,100872
100873,Carey Rd at McKenzie Ave,48.46593,-123.39051,0,100873
100874,Cedar Hill X Rd at Synod Rd,48.46325,-123.33864,0,100874
100875,Hwy 17 at McKenzie Ave,48.46787,-123.37893,0,100875
100876,McKenzie Ave at Glanford Ave,48.46692,-123.38683,0,100876
100877,McKenzie Ave at Hwy 17 West Side,48.46751,-123.38226,0,100877
100878,UVic Exch Bay P,48.46593,-123.30822,0,100878
100879,Cedar Hill X Rd at Braefoot Rd,48.46549,-123.34564,0,100879
100880,Blenkinsop Rd at Cedar Hill X Rd,48.46649,-123.34999,0,100880
100881,Admirals Walk Shopping Centre,48.44751,-123.42788,0,100881
100882,McKenzie Ave at Carey Rd,48.46647,-123.39058,0,100882
100883,McKenzie Ave at Hwy 17 East Side,48.46807,-123.3794,0,100883
100884,McKenzie Ave at Willowbrook Pl,48.46747,-123.38461,0,100884
100885,Quadra St at Greenridge Cres,48.46846,-123.36346,0,100885
100886,Cedar Hill X Rd at Marjean Pl,48.46625,-123.34772,0,100886
100887,McKenzie Ave at Glanford Ave,48.4669,-123.3892,0,100887
100888,Shelbourne St at Cedar Hill X Rd,48.46184,-123.33282,0,100888
100890,McKenzie Ave at Douglas St,48.46845,-123.37844,0,100890
100891,Saanich Rd at McKenzie Ave,48.4689,-123.37106,0,100891
100892,Saanich Rd at McKenzie Ave,48.46907,-123.3709,0,100892
100893,McKenzie Ave at Nelthorpe St,48.46885,-123.37356,0,100893
100894,Glanford Ave at McKenzie Ave,48.46764,-123.38809,0,100894
100895,Quadra St at McKenzie Ave South Side,48.46874,-123.36343,0,100895
100896,Island Hwy at Shoreline Dr,48.45175,-123.42562,0,100896
100897,Henderson Rd at Kendal Ave,48.45266,-123.31551,0,100897
100898,Shelbourne St at Broadmead Ave,48.46244,-123.33301,0,100898
100899,McKenzie Ave at Carey Rd,48.46651,-123.39351,0,100899
100900,McKenzie Ave at Nelthorpe St,48.46892,-123.37425,0,100900
