service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
415,0,1,0,0,0,0,0,20220404,20220814
414,1,0,0,0,0,0,0,20220404,20220814
416,0,0,1,0,0,0,0,20220404,20220814
418,0,0,0,0,1,0,0,20220404,20220814
417,0,0,0,1,0,0,0,20220404,20220814
422,0,0,0,0,0,0,0,20220404,20220814
423,0,0,0,0,0,0,0,20220404,20220814
420,0,0,0,0,0,0,1,20220404,20220814
421,0,0,0,0,0,0,0,20220404,20220814
419,0,0,0,0,0,1,0,20220404,20220814
