route_id,service_id,trip_id,trip_headsign,shape_id,block_id,direction_id
11-VIC,2087,10025215:5681977:5690056,Tillicum Ctr - via Gorge,18834,5690056,1
11-VIC,2089,10025215:5681977:5691097,Tillicum Ctr - via Gorge,18834,5691097,1
6-VIC,1781,10032651:5681979:5690123,Royal Oak Exch - via Royal Oak Ctr,18715,5690123,0
75-VIC,2294,10058357:5681980:5691472,Saanichton Exch,18912,5691472,0
15-VIC,2771,10125215:5681982:5690884,UVic - Foul Bay Exp,19054,5690884,0
3-VIC,2294,10046044:5681984:5875133,Royal Jubilee - Cook St Vlg/Quimper,19489,5875133,1
75-VIC,2089,10053183:5681985:5695399,Saanichton Exch,18742,5695399,0
75-VIC,2087,10053183:5681985:5695840,Saanichton Exch,18742,5695840,0
70-VIC,1781,10057960:5681986:5690887,Downtown - via Hwy #17,18849,5690887,1
57-VIC,2294,10042177:5681989:5690706,Thetis Hgts - via McCallum,18579,5690706,0
95-VIC,2771,10124729:5681992:5691245,Blink - to Langford,18836,5691245,1
87-VIC,2089,10094337:5681994:5690422,Dean Park via Airport - to Saanichton,18975,5690422,1
87-VIC,2087,10094337:5681994:5691168,Dean Park via Airport - to Saanichton,18975,5691168,1
60-VIC,2087,10094195:5681995:5690198,Royal Bay Exch - via Lagoon,18644,5690198,1
60-VIC,2089,10094195:5681995:5691363,Royal Bay Exch - via Lagoon,18644,5691363,1
25-VIC,2294,10040928:5681999:5691006,Maplewood,18933,5691006,0
2-VIC,2771,10125936:5682001:5690090,James Bay - Fisherman's Wharf,18896,5690090,1
61-VIC,1781,10031622:5682003:5690781,Langford Exch,19003,5690781,0
30-VIC,2771,10126009:5682004:5691426,Royal Oak Exch - via Carey,18634,5691426,0
6-VIC,1781,10032626:5682005:5690838,Royal Oak Exch - via Royal Oak Ctr,18715,5690838,0
27-VIC,2294,10041237:5682007:5691041,Gordon Head - via Shelbourne,19171,5691041,0
59-VIC,2087,10094163:5682009:5690428,Langford Exch - via Triangle Mtn,19545,5690428,0
59-VIC,2089,10094163:5682009:5690443,Langford Exch - via Triangle Mtn,19545,5690443,0
22-VIC,2294,10042014:5682011:5691307,Hillside Ctr - via Hastings,19096,5691307,1
26-VIC,2771,10125434:5682012:5691167,UVic - via McKenzie,18624,5691167,0
57-VIC,2771,10126696:5682013:5691435,Thetis Hgts - via McCallum,18579,5691435,0
95-VIC,2087,10070299:5682015:5690368,Blink - to Langford,18836,5690368,1
95-VIC,2089,10070299:5682015:5690400,Blink - to Langford,18836,5690400,1
7-VIC,2087,10051111:5682017:5691448,N UVic - Cook St Village,18918,5691448,1
7-VIC,2089,10051111:5682017:5691496,N UVic - Cook St Village,18918,5691496,1
58-VIC,2771,10126377:5682018:5690981,Langford Exch - via Westhills,18751,5690981,0
95-VIC,2294,10032911:5682019:5691349,Blink - to Downtown,18717,5691349,0
11-VIC,2089,10025246:5682023:5690439,UVic - via Uplands,19456,5690439,0
11-VIC,2087,10025246:5682023:5690743,UVic - via Uplands,19456,5690743,0
11-VIC,1781,10032067:5682024:5691210,Tillicum Ctr - via Gorge,18834,5691210,1
58-VIC,2089,10094147:5682026:5690212,Langford Exch - via Westhills,18751,5690212,0
58-VIC,2087,10094147:5682026:5690438,Langford Exch - via Westhills,18751,5690438,0
39-VIC,2089,10051475:5682029:5690035,Westhills Exch,19093,5690035,1
39-VIC,2087,10051475:5682029:5690754,Westhills Exch,19093,5690754,1
22-VIC,2771,10126510:5682030:5691112,Vic General - via Hastings,19322,5691112,0
22-VIC,1781,10040176:5682032:5691303,Hillside Ctr - via Hastings,19096,5691303,1
27-VIC,2089,10025702:5682033:5690677,Gordon Head - via Shelbourne,19171,5690677,0
27-VIC,2087,10025702:5682033:5691342,Gordon Head - via Shelbourne,19171,5691342,0
24-VIC,2771,10125418:5682034:5691010,Cedar Hill,19044,5691010,0
55-VIC,2089,10094054:5682035:5690371,William Head - via Happy Valley,18851,5690371,1
55-VIC,2087,10094054:5682035:5690900,William Head - via Happy Valley,18851,5690900,1
39-VIC,2087,10051345:5682036:5690923,UVic - via Royal Oak,19369,5690923,0
39-VIC,2089,10051345:5682036:5691375,UVic - via Royal Oak,19369,5691375,0
27-VIC,2766,10025722:5682037:5690189,Gordon Head - via Shelbourne,19171,5690189,0
27-VIC,2089,10025722:5682037:5691040,Gordon Head - via Shelbourne,19171,5691040,0
27-VIC,2765,10025722:5682037:5691131,Gordon Head - via Shelbourne,19171,5691131,0
6-VIC,1781,10032585:5682038:5690532,A Downtown - via Emily Carr,19049,5690532,1
22-VIC,2089,10025379:5682039:5690412,A Vic General - Watkiss Wy via S. Vale,18527,5690412,0
22-VIC,2087,10025379:5682039:5690445,A Vic General - Watkiss Wy via S. Vale,18527,5690445,0
95-VIC,2294,10032819:5682042:5690507,Blink - to Downtown,18717,5690507,0
39-VIC,2294,10041968:5682044:5690664,Royal Oak Exch,18868,5690664,1
6-VIC,1781,10032601:5682045:5690532,Downtown,18962,5690532,1
15-VIC,1781,10031803:5682047:5690557,UVic - Foul Bay Exp,19054,5690557,0
6-VIC,2771,10125519:5682048:5690122,Royal Oak Exch - via Royal Oak Ctr,18715,5690122,0
2-VIC,2294,10055001:5682049:5691401,James Bay - Fisherman's Wharf,18896,5691401,1
39-VIC,2294,10042003:5682051:5691276,Royal Oak Exch,18868,5691276,1
30-VIC,1781,10057706:5682052:5690167,Downtown,18838,5690167,1
24-VIC,2087,10025516:5682053:5690030,Cedar Hill,19044,5690030,0
24-VIC,2089,10025516:5682053:5690924,Cedar Hill,19044,5690924,0
83-VIC,2771,10126209:5682054:5690594,Royal Oak Exch - via West Saanich,18799,5690594,1
54-VIC,2089,10094055:5682055:5690426,William Head - via Metchosin,18522,5690426,1
54-VIC,2087,10094055:5682055:5691461,William Head - via Metchosin,18522,5691461,1
95-VIC,1781,10031504:5682057:5690341,Blink - to Downtown,18717,5690341,0
22-VIC,2294,10041934:5682061:5691307,Vic General - via Hastings,19322,5691307,0
21-VIC,2089,10051080:5682062:5690181,Downtown - to 7 UVic,18481,5690181,1
21-VIC,2087,10051080:5682062:5690373,Downtown - to 7 UVic,18481,5690373,1
15-VIC,2294,10041206:5682063:5691074,UVic - Foul Bay Exp,19054,5691074,0
15-VIC,2771,10125596:5682064:5691201,UVic - Foul Bay Exp,19054,5691201,0
95-VIC,2087,10070467:5682065:5691107,Blink - to Downtown,18717,5691107,0
95-VIC,2089,10070467:5682065:5691493,Blink - to Downtown,18717,5691493,0
3-VIC,2294,10046033:5682067:5875369,Royal Jubilee - Cook St Vlg/Quimper,19489,5875369,1
95-VIC,2294,10032954:5682068:5691027,Blink - to Langford,18836,5691027,1
21-VIC,2771,10126733:5682069:5690831,Interurban - Viaduct Loop,18737,5690831,0
72-VIC,2294,10058105:5682071:5690271,Swartz Bay Ferry - via Saanichton,18512,5690271,0
53-VIC,2087,10094002:5682072:5690584,Vic General - via Atkins,18847,5690584,0
53-VIC,2089,10094002:5682072:5690827,Vic General - via Atkins,18847,5690827,0
30-VIC,2771,10126004:5682074:5691010,Royal Oak Exch - via Carey,18634,5691010,0
5-VIC,1781,10054866:5682075:5691019,Willows - Oak Bay Village,19272,5691019,0
2-VIC,2089,10054262:5682076:5690223,South Oak Bay - Oak Bay Village,19218,5690223,0
2-VIC,2087,10054262:5682076:5691250,South Oak Bay - Oak Bay Village,19218,5691250,0
70-VIC,2771,10124888:5682079:5690543,X Express - to Victoria,19209,5690543,1
61-VIC,2087,10070425:5682080:5690717,Langford Exch,19003,5690717,0
61-VIC,2089,10070425:5682080:5691477,Langford Exch,19003,5691477,0
32-VIC,1781,10040330:5682082:5690566,Royal Oak Exch,18626,5690566,1
7-VIC,2087,10051113:5682083:5691070,UVic - via Fairfield,18816,5691070,1
7-VIC,2089,10051113:5682083:5691364,UVic - via Fairfield,18816,5691364,1
2-VIC,2087,10054019:5682085:5690243,South Oak Bay - Oak Bay Village,19218,5690243,0
2-VIC,2089,10054019:5682085:5691377,South Oak Bay - Oak Bay Village,19218,5691377,0
21-VIC,2771,10126283:5682086:5690299,Interurban - Camosun Only,19203,5690299,0
27-VIC,2771,10125350:5682089:5690988,Gordon Head - via Shelbourne,19171,5690988,0
21-VIC,2771,10126464:5682090:5690772,Downtown - to 7 UVic,18481,5690772,1
11-VIC,1781,10032060:5682091:5690746,UVic - via Uplands,19456,5690746,0
2-VIC,2771,10125880:5682092:5690761,South Oak Bay - Oak Bay Village,19218,5690761,0
10-VIC,2771,10126779:5682095:5875260,James Bay - via Vic West,18701,5875260,1
30-VIC,2294,10058259:5682100:5690369,Downtown,18838,5690369,1
70-VIC,1781,10057947:5682102:5690114,Downtown - via Hwy #17,18849,5690114,1
88-VIC,2089,10094306:5682104:5690420,Airport,18544,5690420,1
88-VIC,2087,10094306:5682104:5691462,Airport,18544,5691462,1
25-VIC,2087,10025518:5682107:5690030,Maplewood,18933,5690030,0
25-VIC,2089,10025518:5682107:5690924,Maplewood,18933,5690924,0
2-VIC,2089,10054261:5682108:5690545,James Bay - Fisherman's Wharf,19554,5690545,1
4-VIC,1781,10031881:5682110:5691350,Downtown,18477,5691350,1
11-VIC,2089,10025183:5682111:5690890,UVic - via Uplands,19456,5690890,0
11-VIC,2087,10025183:5682111:5691209,UVic - via Uplands,19456,5691209,0
11-VIC,2089,10025222:5682112:5690254,Tillicum Ctr - via Gorge,18834,5690254,1
11-VIC,2087,10025222:5682112:5690393,Tillicum Ctr - via Gorge,18834,5690393,1
6-VIC,1781,10032570:5682113:5690613,Royal Oak Exch - via Royal Oak Ctr,18715,5690613,0
83-VIC,2087,10094320:5682114:5690088,Sidney - via West Saanich,19128,5690088,0
83-VIC,2089,10094320:5682114:5690530,Sidney - via West Saanich,19128,5690530,0
81-VIC,2089,10094292:5682116:5690993,Saanichton Exch,19256,5690993,1
81-VIC,2087,10094292:5682116:5691138,Saanichton Exch,19256,5691138,1
4-VIC,2294,10041193:5682118:5690602,UVic - via Hillside,18645,5690602,0
30-VIC,2771,10125982:5682120:5690987,Royal Oak Exch - via Carey,18634,5690987,0
70-VIC,2294,10058159:5682121:5690271,Swartz Bay Ferry - via Hwy #17,19212,5690271,0
3-VIC,2089,10094540:5682126:5695496,Royal Jubilee - Cook St Vlg/Quimper,19489,5695496,1
3-VIC,2087,10094540:5682126:5695572,Royal Jubilee - Cook St Vlg/Quimper,19489,5695572,1
2-VIC,2089,10053970:5682127:5690545,James Bay - Fisherman's Wharf,18896,5690545,1
2-VIC,2087,10053970:5682127:5691489,James Bay - Fisherman's Wharf,18896,5691489,1
22-VIC,2294,10041685:5682129:5690965,Hillside Ctr - via Hastings,19096,5690965,1
27-VIC,2771,10125351:5682130:5690988,Gordon Head - via Shelbourne,19171,5690988,0
30-VIC,2089,10053420:5682131:5695656,Royal Oak Exch - via Carey,18634,5695656,0
30-VIC,2087,10053420:5682131:5695852,Royal Oak Exch - via Carey,18634,5695852,0
75-VIC,2771,10126085:5682132:5691118,Saanichton Exch,18886,5691118,0
15-VIC,2771,10125577:5682133:5690731,UVic - Foul Bay Exp,19054,5690731,0
6-VIC,2089,10053665:5682135:5690139,Downtown,18962,5690139,1
6-VIC,2087,10053665:5682135:5691390,Downtown,18962,5691390,1
31-VIC,2089,10053409:5682136:5695656,Downtown,18859,5695656,1
31-VIC,2087,10053409:5682136:5695852,Downtown,18859,5695852,1
70-VIC,1781,10058026:5682137:5690467,Downtown - via Hwy #17,18849,5690467,1
52-VIC,2771,10126700:5682139:5690309,Bear Mountain - via Millstream,18774,5690309,1
39-VIC,1781,10040573:5682140:5691366,Royal Oak Exch,18868,5691366,1
30-VIC,2771,10126041:5682143:5691475,Royal Oak Exch - via Carey,18634,5691475,0
55-VIC,1781,10040505:5682144:5690184,Langford Exch - via Happy Valley,19167,5690184,0
6-VIC,2087,10053463:5682146:5690892,B Royal Oak Exch - via Chatterton,18445,5690892,0
6-VIC,2089,10053463:5682146:5691205,B Royal Oak Exch - via Chatterton,18445,5691205,0
24-VIC,2089,10025534:5682147:5691149,Cedar Hill,19044,5691149,0
24-VIC,2087,10025534:5682147:5691314,Cedar Hill,19044,5691314,0
7-VIC,2089,10051136:5682154:5690968,UVic - via Fairfield,18816,5690968,1
7-VIC,2087,10051136:5682154:5691319,UVic - via Fairfield,18816,5691319,1
71-VIC,2089,10070677:5682155:5690500,Downtown - via West Sidney,18682,5690500,1
71-VIC,2087,10070677:5682155:5690801,Downtown - via West Sidney,18682,5690801,1
26-VIC,2089,10070047:5682156:5690259,Dockyard - via Tillicum,18575,5690259,1
26-VIC,2087,10070047:5682156:5690511,Dockyard - via Tillicum,18575,5690511,1
87-VIC,2089,10094295:5682157:5690420,Sidney,19432,5690420,0
87-VIC,2087,10094295:5682157:5691462,Sidney,19432,5691462,0
2-VIC,2294,10054984:5682161:5690875,James Bay - Fisherman's Wharf,18896,5690875,1
54-VIC,2294,10041983:5682166:5690327,William Head - via Metchosin,18522,5690327,1
21-VIC,2087,10051045:5682168:5690457,Interurban - VI Tech Park,18452,5690457,0
21-VIC,2089,10051045:5682168:5690728,Interurban - VI Tech Park,18452,5690728,0
52-VIC,1781,10040552:5682171:5690690,Bear Mountain - via Millstream,18774,5690690,1
39-VIC,2087,10051459:5682172:5690683,UVic - via Royal Oak,19369,5690683,0
39-VIC,2089,10051459:5682172:5691230,UVic - via Royal Oak,19369,5691230,0
15-VIC,1781,10031910:5682173:5690224,UVic - Foul Bay Exp,19054,5690224,0
88-VIC,2089,10094298:5682174:5690420,Sidney,19277,5690420,0
88-VIC,2087,10094298:5682174:5691462,Sidney,19277,5691462,0
7-VIC,2087,10051064:5682175:5690729,UVic - via Fairfield,18816,5690729,1
7-VIC,2089,10051064:5682175:5690897,UVic - via Fairfield,18816,5690897,1
4-VIC,2294,10041021:5682176:5691217,Downtown,18477,5691217,1
6-VIC,2087,10053664:5682177:5690398,Royal Oak Exch - via Royal Oak Ctr,18715,5690398,0
6-VIC,2089,10053664:5682177:5691058,Royal Oak Exch - via Royal Oak Ctr,18715,5691058,0
7-VIC,2771,10126540:5682178:5690652,N UVic - Cook St Village,18918,5690652,1
14-VIC,2089,10024517:5682179:5690061,Vic General - via Craigflower,19158,5690061,1
14-VIC,2087,10024517:5682179:5690951,Vic General - via Craigflower,19158,5690951,1
3-VIC,2087,10094555:5682181:5695523,James Bay - via Quimper Loop,19494,5695523,0
3-VIC,2089,10094555:5682181:5695882,James Bay - via Quimper Loop,19494,5695882,0
3-VIC,2087,10094571:5682182:5690074,Royal Jubilee - Cook St Vlg/Quimper,19489,5690074,1
3-VIC,2089,10094571:5682182:5691360,Royal Jubilee - Cook St Vlg/Quimper,19489,5691360,1
12-VIC,2294,10042221:5682183:5690322,University Hgts - via Kenmore,18817,5690322,1
28-VIC,2294,10041323:5682184:5690649,Majestic - via Shelbourne,18885,5690649,0
4-VIC,1781,10031765:5682188:5690746,Downtown,18477,5690746,1
15-VIC,1781,10031896:5682189:5691130,UVic - Foul Bay Exp,19054,5691130,0
31-VIC,2771,10126075:5682190:5691118,Royal Oak Exch - via Glanford,18743,5691118,0
8-VIC,2294,10040963:5682194:5691054,Tillicum Ctr - via Finalyson,19314,5691054,1
39-VIC,2089,10051473:5682197:5690159,UVic - via Royal Oak,18627,5690159,0
39-VIC,2087,10051473:5682197:5691353,UVic - via Royal Oak,18627,5691353,0
72-VIC,2771,10124878:5682198:5690913,Swartz Bay Ferry - via Saanichton,18512,5690913,0
4-VIC,1781,10031775:5682200:5691424,UVic - via Hillside,18645,5691424,0
14-VIC,2771,10125552:5682201:5690732,UVic - via Richmond,19055,5690732,0
14-VIC,2087,10024557:5682204:5690358,UVic - via Richmond,19055,5690358,0
14-VIC,2089,10024557:5682204:5691321,UVic - via Richmond,19055,5691321,0
14-VIC,2089,10024597:5682205:5690079,Vic General - via Craigflower,19158,5690079,1
14-VIC,2087,10024597:5682205:5690758,Vic General - via Craigflower,19158,5690758,1
22-VIC,1781,10040611:5682207:5691424,Hillside Ctr - via Hastings,19096,5691424,1
28-VIC,2771,10125521:5682210:5691049,Downtown,18712,5691049,1
61-VIC,2087,10070245:5682211:5690349,Langford Exch,19003,5690349,0
2-VIC,1781,10054939:5682212:5691021,South Oak Bay - Oak Bay Village,19218,5691021,0
30-VIC,1781,10057749:5682214:5690613,Downtown,18838,5690613,1
6-VIC,2771,10125653:5682215:5690626,Royal Oak Exch - via Royal Oak Ctr,18715,5690626,0
6-VIC,2771,10125685:5682216:5690476,A Downtown - via Emily Carr,19049,5690476,1
6-VIC,1781,10032588:5682217:5690288,Royal Oak Exch - via Royal Oak Ctr,18715,5690288,0
6-VIC,2294,10041119:5682218:5690369,Downtown,18962,5690369,1
15-VIC,2294,10041051:5682219:5690633,UVic - Foul Bay Exp,19054,5690633,0
95-VIC,2294,10032830:5682221:5691086,Blink - to Downtown,18717,5691086,0
7-VIC,2087,10051079:5682222:5691070,UVic - via Fairfield,18816,5691070,1
7-VIC,2089,10051079:5682222:5691364,UVic - via Fairfield,18816,5691364,1
60-VIC,2294,10042036:5682226:5690133,Royal Bay Exch - via Lagoon,18644,5690133,1
81-VIC,2087,10094388:5682227:5690603,To Sidney Only,18990,5690603,0
81-VIC,2089,10094388:5682227:5690807,To Sidney Only,18990,5690807,0
21-VIC,2089,10050965:5682230:5690107,Downtown - to 7 UVic,18481,5690107,1
21-VIC,2087,10050965:5682230:5691002,Downtown - to 7 UVic,18481,5691002,1
81-VIC,1781,10040359:5682231:5690721,Brentwood,18519,5690721,1
81-VIC,2771,10126278:5682232:5690524,Swartz Bay Ferry,19308,5690524,0
26-VIC,2089,10070085:5682235:5690342,UVic - via McKenzie,18624,5690342,0
26-VIC,2087,10070085:5682235:5690529,UVic - via McKenzie,18624,5690529,0
52-VIC,1781,10040556:5682237:5690690,Colwood Exch - via Royal Bay,18903,5690690,0
61-VIC,1781,10031565:5682238:5690941,Sooke,19637,5690941,1
7-VIC,2087,10050978:5682239:5690402,Downtown - to 21 Interurban,19211,5690402,0
7-VIC,2089,10050978:5682239:5690806,Downtown - to 21 Interurban,19211,5690806,0
95-VIC,2089,10070396:5682240:5690318,Blink - to Langford,18836,5690318,1
95-VIC,2087,10070396:5682240:5691281,Blink - to Langford,18836,5691281,1
31-VIC,1781,10057803:5682241:5690288,Downtown,18859,5690288,1
15-VIC,1781,10031678:5682242:5690631,Esquimalt - Fort/Yates Exp,18702,5690631,1
60-VIC,2089,10094168:5682243:5690343,Langford Exch - via Lagoon,19362,5690343,0
60-VIC,2087,10094168:5682243:5690773,Langford Exch - via Lagoon,19362,5690773,0
49-VIC,2294,10041859:5682244:5690327,Skirt Mountain - via Florence Lake,18568,5690327,0
27-VIC,2089,10025629:5682245:5690607,Gordon Head - via Shelbourne,19171,5690607,0
27-VIC,2087,10025629:5682245:5690863,Gordon Head - via Shelbourne,19171,5690863,0
26-VIC,2771,10125310:5682246:5691087,UVic - via McKenzie,18624,5691087,0
39-VIC,2771,10126251:5682247:5690917,UVic - via Royal Oak,19305,5690917,0
26-VIC,2294,10041407:5682249:5690646,Dockyard - via Tillicum,18575,5690646,1
4-VIC,2771,10125480:5682251:5690869,Downtown,18477,5690869,1
14-VIC,2771,10125105:5682252:5690158,Vic General - via Craigflower,19158,5690158,1
75-VIC,2087,10053659:5682255:5690117,Saanichton Exch,18912,5690117,0
75-VIC,2089,10053659:5682255:5690582,Saanichton Exch,18912,5690582,0
15-VIC,2089,10054693:5682256:5690291,Esquimalt - Fort/Yates Exp,18702,5690291,1
15-VIC,2087,10054693:5682256:5690486,Esquimalt - Fort/Yates Exp,18702,5690486,1
6-VIC,2087,10053592:5682257:5690576,Downtown,18962,5690576,1
6-VIC,2089,10053592:5682257:5690763,Downtown,18962,5690763,1
21-VIC,2294,10042090:5682258:5691011,N Night Rte to Camosun via Straw Vale,18800,5691011,0
8-VIC,2771,10125164:5682259:5690750,Tillicum Ctr - via Finalyson,19314,5690750,1
70-VIC,1781,10058014:5682262:5690135,Downtown - via Hwy #17,18849,5690135,1
2-VIC,1781,10054907:5682267:5691021,James Bay - Fisherman's Wharf,18896,5691021,1
6-VIC,2771,10125040:5682271:5690626,A Downtown - via Emily Carr,19049,5690626,1
61-VIC,2771,10124766:5682273:5690531,Sooke,19637,5690531,1
72-VIC,1781,10058007:5682274:5690843,Swartz Bay Ferry - via Saanichton,18512,5690843,0
72-VIC,2294,10058161:5682275:5690442,Downtown - via Saanichton,18716,5690442,1
31-VIC,2294,10058236:5682276:5691395,Downtown,18859,5691395,1
14-VIC,2771,10125478:5682279:5690723,UVic - via Richmond,19055,5690723,0
6-VIC,2294,10040951:5682281:5690250,A Royal Oak Exch - via Emily Carr,18754,5690250,0
15-VIC,2089,10054679:5682284:5690291,Esquimalt - Fort/Yates Exp,18702,5690291,1
15-VIC,2087,10054679:5682284:5690486,Esquimalt - Fort/Yates Exp,18702,5690486,1
14-VIC,2089,10024621:5682285:5690439,Vic General - via Craigflower,19158,5690439,1
14-VIC,2087,10024621:5682285:5690743,Vic General - via Craigflower,19158,5690743,1
25-VIC,1781,10032387:5682288:5691186,Tillicum Ctr via Munro,19261,5691186,1
15-VIC,1781,10031659:5682291:5690384,UVic - Foul Bay Exp,19054,5690384,0
3-VIC,2771,10126785:5682292:5695830,James Bay,19445,5695830,0
58-VIC,1781,10040488:5682293:5690479,Langford Exch - via Westhills,18751,5690479,0
6-VIC,1781,10032589:5682294:5690300,Royal Oak Exch - via Royal Oak Ctr,18715,5690300,0
60-VIC,2771,10126573:5682297:5690981,Royal Bay Exch - via Lagoon,18644,5690981,1
39-VIC,2087,10051483:5682298:5690351,Westhills Exch,19093,5690351,1
39-VIC,2089,10051483:5682298:5690534,Westhills Exch,19093,5690534,1
4-VIC,2771,10125222:5682300:5691087,Downtown,18477,5691087,1
11-VIC,2089,10025180:5682301:5690878,UVic - via Uplands,19456,5690878,0
11-VIC,2087,10025180:5682301:5691457,UVic - via Uplands,19456,5691457,0
83-VIC,1781,10040192:5682303:5690040,Sidney - via West Saanich,19128,5690040,0
95-VIC,1781,10031520:5682304:5690341,Blink - to Downtown,18717,5690341,0
24-VIC,2089,10025519:5682308:5690085,Tillicum Ctr via Colville,18779,5690085,1
24-VIC,2087,10025519:5682308:5690671,Tillicum Ctr via Colville,18779,5690671,1
64-VIC,2089,10094229:5682309:5690155,Sooke,18986,5690155,1
64-VIC,2087,10094229:5682309:5690488,Sooke,18986,5690488,1
14-VIC,2294,10041287:5682311:5691074,Vic General - via Craigflower,19158,5691074,1
95-VIC,2294,10032841:5682312:5690059,Blink - to Langford,18836,5690059,1
8-VIC,2087,10025332:5682314:5691327,Interurban - via Finlayson,18778,5691327,1
8-VIC,2089,10025332:5682314:5691473,Interurban - via Finlayson,18778,5691473,1
26-VIC,2089,10070056:5682315:5690086,UVic - via McKenzie,18624,5690086,0
26-VIC,2087,10070056:5682315:5691129,UVic - via McKenzie,18624,5691129,0
6-VIC,2089,10053696:5682316:5695468,Royal Oak Exch - via Royal Oak Ctr,18715,5695468,0
32-VIC,2294,10041953:5682317:5690664,Royal Oak Exch,18626,5690664,1
7-VIC,1781,10040336:5682319:5690566,UVic - via Fairfield,18816,5690566,1
11-VIC,2771,10125355:5682320:5690034,UVic - via Uplands,19456,5690034,0
60-VIC,2089,10094216:5682321:5690371,Royal Bay Exch - via Lagoon,18644,5690371,1
60-VIC,2087,10094216:5682321:5690900,Royal Bay Exch - via Lagoon,18644,5690900,1
95-VIC,1781,10031557:5682322:5690319,Blink - to Langford,18836,5690319,1
7-VIC,1781,10040570:5682324:5691366,Downtown - to 21 Interurban,19211,5691366,0
31-VIC,2087,10053615:5682328:5695474,Downtown,18859,5695474,1
31-VIC,2089,10053615:5682328:5695480,Downtown,18859,5695480,1
61-VIC,1781,10031614:5682329:5690781,Langford Exch,19003,5690781,0
39-VIC,2087,10051330:5682330:5695483,UVic - via Royal Oak,19369,5695483,0
39-VIC,2089,10051330:5682330:5695497,UVic - via Royal Oak,19369,5695497,0
59-VIC,1781,10040658:5682334:5691409,Langford Exch - via Triangle Mtn,19545,5691409,0
26-VIC,2294,10041299:5682340:5690664,UVic - via McKenzie,18624,5690664,0
24-VIC,2294,10041211:5682341:5691483,Cedar Hill,19044,5691483,0
95-VIC,2771,10124678:5682343:5690413,Blink - to Langford,18836,5690413,1
75-VIC,1781,10057671:5682345:5690920,Royal Oak Exch - to 31 Downtown,18614,5690920,1
95-VIC,2771,10124754:5682346:5690413,Blink - to Langford,18836,5690413,1
30-VIC,2294,10058275:5682347:5690664,Royal Oak Exch - via Carey,18634,5690664,0
7-VIC,2771,10126454:5682349:5691458,UVic - via Fairfield,18816,5691458,1
25-VIC,2087,10025537:5682351:5695559,Tillicum Ctr via Munro,19261,5695559,1
25-VIC,2089,10025537:5682351:5695679,Tillicum Ctr via Munro,19261,5695679,1
6-VIC,1781,10032528:5682353:5690828,Downtown,18962,5690828,1
21-VIC,2087,10051018:5682357:5690509,Interurban - Viaduct Loop,18565,5690509,0
21-VIC,2089,10051018:5682357:5691323,Interurban - Viaduct Loop,18565,5691323,0
25-VIC,1781,10032379:5682358:5691464,Tillicum Ctr via Munro,19261,5691464,1
22-VIC,2771,10126513:5682359:5691201,Vic General - via Hastings,18825,5691201,0
4-VIC,2294,10040830:5682361:5690191,UVic - via Hillside,18645,5690191,0
6-VIC,2771,10125156:5682363:5691426,A Royal Oak Exch - via Emily Carr,18754,5691426,0
4-VIC,1781,10031880:5682365:5691012,UVic - via Hillside,18645,5691012,0
58-VIC,1781,10040515:5682366:5690479,Goldstream Mdws - via Westhills,18671,5690479,1
14-VIC,2771,10125709:5682367:5691351,UVic - via Richmond,19055,5691351,0
59-VIC,2771,10126312:5682370:5690032,Royal Bay Exch - via Triangle Mtn,18872,5690032,1
24-VIC,1781,10032358:5682371:5691212,Cedar Hill,19044,5691212,0
95-VIC,2771,10124674:5682372:5690512,Blink - to Downtown,18717,5690512,0
39-VIC,2771,10126275:5682375:5690299,UVic - via Royal Oak,19305,5690299,0
39-VIC,1781,10040574:5682383:5691366,UVic - via Royal Oak,19305,5691366,0
6-VIC,2087,10053362:5682384:5690520,B Royal Oak Exch - via Chatterton,18445,5690520,0
6-VIC,2089,10053362:5682384:5690538,B Royal Oak Exch - via Chatterton,18445,5690538,0
3-VIC,2087,10094585:5682385:5695423,James Bay - via Quimper Loop,19494,5695423,0
3-VIC,2089,10094585:5682385:5695713,James Bay - via Quimper Loop,19494,5695713,0
30-VIC,2087,10053499:5682388:5690307,Downtown,18838,5690307,1
30-VIC,2089,10053499:5682388:5691121,Downtown,18838,5691121,1
61-VIC,2087,10070417:5682391:5690717,Langford Exch,19003,5690717,0
61-VIC,2089,10070417:5682391:5691477,Langford Exch,19003,5691477,0
25-VIC,2087,10025527:5682392:5690030,Tillicum Ctr via Munro,19261,5690030,1
25-VIC,2089,10025527:5682392:5690924,Tillicum Ctr via Munro,19261,5690924,1
25-VIC,1781,10032381:5682395:5690044,Maplewood,18933,5690044,0
2-VIC,1781,10054947:5682397:5691021,South Oak Bay - Oak Bay Village,19218,5691021,0
14-VIC,1781,10031958:5682403:5691192,UVic - via Richmond,19055,5691192,0
75-VIC,2771,10125989:5682404:5691123,Saanichton Exch,18886,5691123,0
11-VIC,2771,10125101:5682405:5691167,Tillicum Ctr - via Gorge,18834,5691167,1
15-VIC,1781,10031833:5682406:5691022,UVic - Foul Bay Exp,19054,5691022,0
35-VIC,2087,10094432:5682408:5690681,Ridge,18492,5690681,0
35-VIC,2089,10094432:5682408:5690791,Ridge,18492,5690791,0
28-VIC,2771,10125538:5682409:5691172,Majestic - via Shelbourne,18885,5691172,0
12-VIC,2294,10042076:5682410:5691011,University Hgts - via Kenmore,18817,5691011,1
