route_id,service_id,trip_id,trip_headsign,shape_id,block_id,direction_id
26-VIC,2771,10125570:5676478:5690869,UVic - via McKenzie,18624,5690869,0
26-VIC,1781,10032235:5676479:5690744,Dockyard - via Tillicum,18575,5690744,1
95-VIC,1781,10031416:5676483:5691106,Blink - to Downtown,18717,5691106,0
24-VIC,2771,10125422:5676485:5690731,Cedar Hill - via Parklands,18585,5690731,0
24-VIC,2089,10025508:5676488:5690528,Tillicum Ctr via Colville,18779,5690528,1
24-VIC,2087,10025508:5676488:5690630,Tillicum Ctr via Colville,18779,5690630,1
15-VIC,2771,10125077:5676491:5690570,UVic - Foul Bay Exp,19054,5690570,0
95-VIC,2087,10070255:5676493:5690499,Blink - to Downtown,18717,5690499,0
95-VIC,2089,10070255:5676493:5691194,Blink - to Downtown,18717,5691194,0
14-VIC,1781,10031730:5676495:5691417,UVic - via Richmond,19055,5691417,0
30-VIC,1781,10057744:5676496:5690312,Royal Oak Exch - via Carey,18634,5690312,0
52-VIC,2294,10041982:5676498:5690322,Bear Mountain - via Millstream,18774,5690322,1
26-VIC,1781,10032261:5676502:5690224,UVic - via McKenzie,18624,5690224,0
57-VIC,1781,10040269:5676504:5690787,Thetis Hgts - via McCallum,18579,5690787,0
6-VIC,2087,10053252:5676505:5690546,Downtown,18962,5690546,1
6-VIC,2089,10053252:5676505:5690848,Downtown,18962,5690848,1
54-VIC,2087,10094049:5676507:5690428,William Head - via Metchosin,18522,5690428,1
54-VIC,2089,10094049:5676507:5690443,William Head - via Metchosin,18522,5690443,1
4-VIC,2089,10069891:5676510:5690560,UVic - via Hillside,18645,5690560,0
4-VIC,2087,10069891:5676510:5691073,UVic - via Hillside,18645,5691073,0
28-VIC,2771,10125184:5676511:5690230,Downtown,18712,5690230,1
5-VIC,2089,10054003:5676512:5690545,James Bay - Fisherman's Wharf,18724,5690545,1
5-VIC,2087,10054003:5676512:5691489,James Bay - Fisherman's Wharf,18724,5691489,1
6-VIC,2089,10053436:5676514:5690148,Royal Oak Exch - via Royal Oak Ctr,18715,5690148,0
6-VIC,2087,10053436:5676514:5691454,Royal Oak Exch - via Royal Oak Ctr,18715,5691454,0
75-VIC,2294,10058334:5676515:5690096,Saanichton Exch,18912,5690096,0
27-VIC,2294,10041148:5676516:5691315,Gordon Head - via Shelbourne,19171,5691315,0
95-VIC,2087,10070269:5676518:5691090,Blink - to Downtown,18717,5691090,0
95-VIC,2089,10070269:5676518:5691376,Blink - to Downtown,18717,5691376,0
14-VIC,2771,10125378:5676519:5691332,UVic - via Richmond,19055,5691332,0
30-VIC,2294,10058349:5676520:5691315,Royal Oak Exch - via Carey,18634,5691315,0
7-VIC,2087,10051047:5676521:5691151,Downtown - to 21 Interurban,19211,5691151,0
7-VIC,2089,10051047:5676521:5691291,Downtown - to 21 Interurban,19211,5691291,0
22-VIC,1781,10040603:5676522:5690131,Vic General - via Hastings,19322,5690131,0
15-VIC,2771,10125702:5676523:5690464,Esquimalt - Fort/Yates Exp,18702,5690464,1
31-VIC,1781,10057689:5676524:5690920,Royal Oak Exch - via Glanford,18743,5690920,0
7-VIC,2294,10042213:5676525:5690094,Downtown - to 21 Interurban,19211,5690094,0
75-VIC,2087,10053622:5676527:5690314,Royal Oak Exch - to 30 Downtown,19069,5690314,1
75-VIC,2089,10053622:5676527:5690942,Royal Oak Exch - to 30 Downtown,19069,5690942,1
3-VIC,2294,10046039:5676528:5875369,James Bay,19445,5875369,0
5-VIC,2771,10125894:5676529:5691238,Willows - Oak Bay Village,19272,5691238,0
27-VIC,2771,10125629:5676530:5690320,Gordon Head - via Shelbourne,19120,5690320,0
11-VIC,2087,10025240:5676531:5690030,Tillicum Ctr - via Gorge,18834,5690030,1
11-VIC,2089,10025240:5676531:5690924,Tillicum Ctr - via Gorge,18834,5690924,1
21-VIC,2771,10126433:5676532:5691038,Interurban - Camosun Only,19203,5691038,0
4-VIC,2087,10069928:5676538:5690444,UVic - via Hillside,18645,5690444,0
4-VIC,2089,10069928:5676538:5691306,UVic - via Hillside,18645,5691306,0
28-VIC,2294,10041141:5676540:5691041,Downtown,18712,5691041,1
11-VIC,2087,10025233:5676541:5690659,UVic - via Uplands,19456,5690659,0
11-VIC,2089,10025233:5676541:5691232,UVic - via Uplands,19456,5691232,0
59-VIC,1781,10040629:5676542:5691409,Langford Exch - via Triangle Mtn,19545,5691409,0
27-VIC,2294,10041530:5676543:5691267,Gordon Head - via Shelbourne,19171,5691267,0
15-VIC,2771,10125204:5676545:5691087,UVic - Foul Bay Exp,19054,5691087,0
6-VIC,1781,10032508:5676546:5690571,Downtown,18962,5690571,1
27-VIC,2087,10025650:5676547:5690658,Gordon Head - via Shelbourne,19171,5690658,0
27-VIC,2089,10025650:5676547:5690691,Gordon Head - via Shelbourne,19171,5690691,0
95-VIC,2771,10124732:5676548:5690512,Blink - to Downtown,18717,5690512,0
21-VIC,1781,10040614:5676549:5691196,Downtown - to 7 UVic,18481,5691196,1
15-VIC,2089,10054651:5676550:5690390,UVic - Foul Bay Exp,19054,5690390,0
15-VIC,2087,10054651:5676550:5690876,UVic - Foul Bay Exp,19054,5690876,0
52-VIC,1781,10040278:5676551:5690654,Colwood Exch - via Royal Bay,18903,5690654,0
55-VIC,2294,10042147:5676553:5691359,Langford Exch - via Happy Valley,19167,5691359,0
6-VIC,1781,10032654:5676556:5690123,A Downtown - via Emily Carr,19049,5690123,1
8-VIC,2087,10025290:5676558:5691056,Interurban - via Finlayson,18778,5691056,1
8-VIC,2089,10025290:5676558:5691277,Interurban - via Finlayson,18778,5691277,1
95-VIC,1781,10031455:5676559:5690554,Blink - to Downtown,18717,5690554,0
95-VIC,2294,10032810:5676561:5691349,Blink - to Langford,18836,5691349,1
4-VIC,2089,10069950:5676562:5690815,UVic - via Hillside,18645,5690815,0
4-VIC,2087,10069950:5676562:5690974,UVic - via Hillside,18645,5690974,0
32-VIC,2294,10041716:5676566:5691217,Royal Oak Exch,18626,5691217,1
27-VIC,2089,10025608:5676571:5690912,Downtown,18663,5690912,1
27-VIC,2087,10025608:5676571:5691279,Downtown,18663,5691279,1
49-VIC,2771,10126551:5676573:5690804,Langford Exch - via Florence Lake,18563,5690804,1
2-VIC,2771,10125924:5676574:5690090,South Oak Bay - Oak Bay Village,19218,5690090,0
31-VIC,2087,10053510:5676575:5695474,Downtown,18859,5695474,1
31-VIC,2089,10053510:5676575:5695480,Downtown,18859,5695480,1
31-VIC,2294,10058244:5676576:5690369,Royal Oak Exch - to 75 Saanichton,19265,5690369,0
88-VIC,2087,10094357:5676578:5690978,Sidney,19277,5690978,0
88-VIC,2089,10094357:5676578:5691026,Sidney,19277,5691026,0
2-VIC,2294,10055039:5676579:5690795,James Bay - Fisherman's Wharf,18896,5690795,1
30-VIC,1781,10057742:5676580:5690288,Royal Oak Exch - via Carey,18634,5690288,0
83-VIC,2771,10126463:5676585:5691092,Royal Oak Exch - via West Saanich,18799,5691092,1
59-VIC,2294,10041786:5676587:5690921,Royal Bay Exch - via Triangle Mtn,18872,5690921,1
15-VIC,2294,10041002:5676588:5691294,UVic - Foul Bay Exp,19054,5691294,0
53-VIC,2294,10042123:5676589:5690706,Vic General - via Atkins,18780,5690706,0
14-VIC,2087,10024646:5676591:5691249,UVic - via Richmond,19055,5691249,0
14-VIC,2089,10024646:5676591:5691455,UVic - via Richmond,19055,5691455,0
4-VIC,2771,10125027:5676592:5691252,Downtown,18477,5691252,1
14-VIC,1781,10031837:5676593:5690214,UVic - via Richmond,19055,5690214,0
8-VIC,2771,10125170:5676594:5690750,Oak Bay - via Finlayson,18660,5690750,0
6-VIC,1781,10032606:5676595:5690288,Royal Oak Exch - via Royal Oak Ctr,18715,5690288,0
14-VIC,2771,10125451:5676597:5690694,Vic General - via Craigflower,19158,5690694,1
22-VIC,2294,10042026:5676598:5691200,Vic General - via Hastings,19322,5691200,0
28-VIC,2089,10025585:5676600:5690345,Majestic - via Shelbourne,18885,5690345,0
28-VIC,2087,10025585:5676600:5690668,Majestic - via Shelbourne,18885,5690668,0
95-VIC,2087,10070431:5676601:5690297,Blink - to Langford,18836,5690297,1
95-VIC,2089,10070431:5676601:5691251,Blink - to Langford,18836,5691251,1
70-VIC,1781,10058027:5676602:5691308,Swartz Bay Ferry - via Hwy #17,19212,5691308,0
95-VIC,2087,10070444:5676603:5690297,Blink - to Downtown,18717,5690297,0
95-VIC,2089,10070444:5676603:5691251,Blink - to Downtown,18717,5691251,0
8-VIC,1781,10032685:5676604:5690962,Tillicum Ctr - via Finalyson,19314,5690962,1
52-VIC,2294,10042067:5676605:5690965,Bear Mountain - via Millstream,18774,5690965,1
2-VIC,1781,10054946:5676606:5691046,Downtown Only,18991,5691046,0
15-VIC,1781,10031747:5676607:5690557,Esquimalt - Fort/Yates Exp,18702,5690557,1
75-VIC,2294,10058269:5676608:5690739,Downtown,18820,5690739,1
31-VIC,2294,10058257:5676609:5690684,Royal Oak Exch - via Glanford,18743,5690684,0
7-VIC,2089,10051135:5676610:5690519,N Downtown Only,18781,5690519,0
7-VIC,2087,10051135:5676610:5691354,N Downtown Only,18781,5691354,0
58-VIC,2087,10094133:5676611:5690119,Langford Exch - via Westhills,18751,5690119,0
58-VIC,2089,10094133:5676611:5691037,Langford Exch - via Westhills,18751,5691037,0
61-VIC,2087,10070491:5676612:5690264,Sooke,19637,5690264,1
61-VIC,2089,10070491:5676612:5690955,Sooke,19637,5690955,1
27-VIC,2087,10025756:5676614:5690268,Downtown,18663,5690268,1
27-VIC,2089,10025756:5676614:5690323,Downtown,18663,5690323,1
6-VIC,1781,10032519:5676615:5690214,A Royal Oak Exch - via Emily Carr,18754,5690214,0
10-VIC,1781,10045958:5676616:5695608,James Bay - via Vic West,18701,5695608,1
21-VIC,2294,10042220:5676617:5690749,Downtown - to 7 UVic,18481,5690749,1
75-VIC,2294,10058338:5676618:5690998,Royal Oak Exch - to 30 Downtown,19069,5690998,1
95-VIC,1781,10031555:5676620:5690319,Blink - to Downtown,18717,5690319,0
6-VIC,2294,10041452:5676621:5691011,Downtown,18962,5691011,1
22-VIC,2087,10025372:5676622:5691013,A Hillside Ctr - via Straw Vale,19043,5691013,1
22-VIC,2089,10025372:5676622:5691406,A Hillside Ctr - via Straw Vale,19043,5691406,1
8-VIC,2771,10125165:5676623:5690750,Tillicum Ctr - via Finalyson,19314,5690750,1
14-VIC,2089,10024604:5676624:5690085,Vic General - via Craigflower,19158,5690085,1
4-VIC,1781,10031822:5676626:5690214,Downtown,18477,5690214,1
95-VIC,2087,10070481:5676627:5690108,Blink - to Langford,18836,5690108,1
95-VIC,2089,10070481:5676627:5691161,Blink - to Langford,18836,5691161,1
72-VIC,1781,10057937:5676628:5690957,Swartz Bay Ferry - via Saanichton,18512,5690957,0
52-VIC,1781,10040281:5676629:5690654,Bear Mountain - via Millstream,18774,5690654,1
7-VIC,2089,10051007:5676631:5690644,UVic - via Fairfield,18816,5690644,1
7-VIC,2087,10051007:5676631:5691215,UVic - via Fairfield,18816,5691215,1
28-VIC,1781,10032300:5676632:5691447,Downtown,18712,5691447,1
26-VIC,2771,10125496:5676634:5690067,Dockyard - via Tillicum,18575,5690067,1
57-VIC,2089,10094145:5676635:5690212,Langford Exch - via McCallum,19124,5690212,1
57-VIC,2087,10094145:5676635:5690438,Langford Exch - via McCallum,19124,5690438,1
31-VIC,2087,10053223:5676636:5690104,Downtown,18859,5690104,1
31-VIC,2089,10053223:5676636:5690326,Downtown,18859,5690326,1
6-VIC,2771,10125654:5676637:5691240,Downtown,18962,5691240,1
26-VIC,2087,10070165:5676638:5690112,UVic - via McKenzie,18624,5690112,0
26-VIC,2089,10070165:5676638:5691030,UVic - via McKenzie,18624,5691030,0
5-VIC,2089,10053999:5676640:5690051,James Bay - Fisherman's Wharf,18724,5690051,1
5-VIC,2087,10053999:5676640:5691412,James Bay - Fisherman's Wharf,18724,5691412,1
75-VIC,1781,10057736:5676643:5691434,Downtown,18820,5691434,1
2-VIC,2089,10054049:5676646:5690051,Downtown Only,18991,5690051,0
2-VIC,2087,10054049:5676646:5691412,Downtown Only,18991,5691412,0
6-VIC,2771,10125675:5676650:5691475,Royal Oak Exch - via Royal Oak Ctr,18715,5691475,0
4-VIC,2771,10125356:5676651:5690817,Downtown,18477,5690817,1
26-VIC,2089,10070122:5676652:5690862,UVic - via McKenzie,18624,5690862,0
26-VIC,2087,10070122:5676652:5690888,UVic - via McKenzie,18624,5690888,0
95-VIC,2771,10124767:5676654:5690294,Blink - to Downtown,18717,5690294,0
31-VIC,2294,10058291:5676657:5690998,Downtown,18859,5690998,1
71-VIC,2089,10070709:5676658:5690026,Swartz Bay Ferry - via West Sidney,19252,5690026,0
71-VIC,2087,10070709:5676658:5690399,Swartz Bay Ferry - via West Sidney,19252,5690399,0
8-VIC,2087,10025301:5676659:5690354,Interurban - via Finlayson,18778,5690354,1
8-VIC,2089,10025301:5676659:5690535,Interurban - via Finlayson,18778,5690535,1
95-VIC,1781,10031535:5676660:5690319,Blink - to Langford,18836,5690319,1
95-VIC,1781,10031453:5676661:5690279,Blink - to Langford,18836,5690279,1
70-VIC,1781,10058022:5676662:5690759,Downtown - via Hwy #17,18849,5690759,1
95-VIC,2089,10070505:5676668:5690606,Blink - to Downtown,18717,5690606,0
95-VIC,2087,10070505:5676668:5691391,Blink - to Downtown,18717,5691391,0
14-VIC,2089,10024644:5676669:5690929,Vic General - via Craigflower,19158,5690929,1
14-VIC,2087,10024644:5676669:5691283,Vic General - via Craigflower,19158,5691283,1
95-VIC,2089,10070465:5676670:5690079,Blink - to Langford,18836,5690079,1
31-VIC,1781,10057831:5676671:5690214,To Gorge Only,18734,5690214,1
14-VIC,2294,10040823:5676673:5691202,Vic General - via Craigflower,19158,5691202,1
95-VIC,2087,10070305:5676674:5690952,Blink - to Downtown,18717,5690952,0
95-VIC,2089,10070305:5676674:5691343,Blink - to Downtown,18717,5691343,0
21-VIC,2089,10051006:5676676:5690181,Interurban - VI Tech Park,18452,5690181,0
21-VIC,2087,10051006:5676676:5690373,Interurban - VI Tech Park,18452,5690373,0
14-VIC,1781,10031966:5676679:5690083,Vic General - via Craigflower,19158,5690083,1
59-VIC,2771,10126296:5676681:5690775,Royal Bay Exch - via Triangle Mtn,18872,5690775,1
28-VIC,2771,10125723:5676682:5690570,Downtown,18712,5690570,1
57-VIC,2771,10126649:5676686:5691435,Langford Exch - via McCallum,19124,5691435,1
11-VIC,1781,10032106:5676687:5690746,UVic - via Uplands,19456,5690746,0
14-VIC,2771,10125205:5676690:5691033,UVic - via Richmond,19055,5691033,0
15-VIC,2771,10125706:5676692:5690464,UVic - Foul Bay Exp,19054,5690464,0
95-VIC,2294,10032840:5676693:5691082,Blink - to Langford,18836,5691082,1
21-VIC,2294,10042057:5676696:5690518,Downtown - to 7 UVic,18481,5690518,1
14-VIC,2294,10041445:5676700:5690713,Vic General - via Craigflower,19158,5690713,1
4-VIC,2087,10069923:5676706:5690444,Downtown,18477,5690444,1
4-VIC,2089,10069923:5676706:5691306,Downtown,18477,5691306,1
11-VIC,2089,10025251:5676707:5690549,Tillicum Ctr - via Gorge,18834,5690549,1
11-VIC,2087,10025251:5676707:5690620,Tillicum Ctr - via Gorge,18834,5690620,1
28-VIC,2766,10025625:5676711:5690189,Majestic - via Shelbourne,18885,5690189,0
28-VIC,2089,10025625:5676711:5691040,Majestic - via Shelbourne,18885,5691040,0
28-VIC,2765,10025625:5676711:5691131,Majestic - via Shelbourne,18885,5691131,0
4-VIC,2089,10069921:5676712:5690627,Downtown,18477,5690627,1
4-VIC,2087,10069921:5676712:5691160,Downtown,18477,5691160,1
27-VIC,1781,10032316:5676716:5690260,Gordon Head - via Shelbourne,19171,5690260,0
53-VIC,2294,10042141:5676717:5690706,Langford Exch - via Atkins,18852,5690706,1
6-VIC,2087,10053522:5676718:5690870,Downtown,18962,5690870,1
6-VIC,2089,10053522:5676718:5691132,Downtown,18962,5691132,1
39-VIC,2771,10126279:5676719:5690299,UVic - via Royal Oak,19305,5690299,0
95-VIC,2771,10124781:5676720:5690294,Blink - to Langford,18836,5690294,1
26-VIC,2089,10070126:5676721:5690893,UVic - via McKenzie,18624,5690893,0
26-VIC,2087,10070126:5676721:5691190,UVic - via McKenzie,18624,5691190,0
61-VIC,2087,10070439:5676724:5690899,Sooke,19637,5690899,1
61-VIC,2089,10070439:5676724:5691460,Sooke,19637,5691460,1
28-VIC,2771,10125190:5676726:5690406,Downtown,18712,5690406,1
12-VIC,2771,10126615:5676727:5691471,University Hgts - via Kenmore,18817,5691471,1
28-VIC,1781,10032494:5676728:5690083,Downtown,18712,5690083,1
31-VIC,1781,10057782:5676729:5691373,Royal Oak Exch - via Glanford,18743,5691373,0
10-VIC,2087,10094526:5676731:5874993,Royal Jubilee - via Vic West,18674,5874993,0
10-VIC,2089,10094526:5676731:5875059,Royal Jubilee - via Vic West,18674,5875059,0
52-VIC,2771,10126343:5676733:5690539,Colwood Exch - via Royal Bay,18903,5690539,0
30-VIC,2087,10053627:5676737:5690056,Downtown,18838,5690056,1
30-VIC,2089,10053627:5676737:5691097,Downtown,18838,5691097,1
28-VIC,1781,10032475:5676739:5690777,Majestic - via Shelbourne,18885,5690777,0
95-VIC,2087,10070285:5676740:5690368,Blink - to Downtown,18717,5690368,0
95-VIC,2089,10070285:5676740:5690400,Blink - to Downtown,18717,5690400,0
22-VIC,2771,10126537:5676741:5690652,Downtown Only - via Hastings,19316,5690652,1
4-VIC,2294,10041170:5676742:5691166,Downtown,18477,5691166,1
30-VIC,2771,10126042:5676743:5691029,Royal Oak Exch - via Carey,18634,5691029,0
31-VIC,1781,10057710:5676744:5690613,Royal Oak Exch - via Glanford,18743,5690613,0
22-VIC,2087,10025374:5676748:5690194,Vic General - Watkiss Wy via Hastings,19263,5690194,0
22-VIC,2089,10025374:5676748:5691165,Vic General - Watkiss Wy via Hastings,19263,5691165,0
57-VIC,2294,10042135:5676749:5690706,Langford Exch - via McCallum,19124,5690706,1
95-VIC,2771,10124671:5676750:5691245,Blink - to Downtown,18717,5691245,0
8-VIC,2294,10040845:5676752:5691069,Oak Bay - via Finlayson,18660,5691069,0
70-VIC,2089,10070695:5676753:5690255,Swartz Bay Ferry - via Hwy #17,19212,5690255,0
70-VIC,2087,10070695:5676753:5690979,Swartz Bay Ferry - via Hwy #17,19212,5690979,0
61-VIC,2294,10032942:5676755:5691127,Langford Exch,19003,5691127,0
52-VIC,2771,10126582:5676759:5690669,Bear Mountain - via Millstream,18774,5690669,1
11-VIC,2771,10125233:5676760:5690750,UVic - via Uplands,19456,5690750,0
11-VIC,2089,10025261:5676761:5690528,UVic - via Uplands,19456,5690528,0
11-VIC,2087,10025261:5676761:5690630,UVic - via Uplands,19456,5690630,0
22-VIC,2771,10126226:5676763:5690695,Vic General - via Hastings,19322,5690695,0
11-VIC,1781,10032083:5676767:5690629,Tillicum Ctr - via Gorge,18834,5690629,1
12-VIC,2771,10126509:5676768:5690772,UVic - via Kenmore,18536,5690772,0
6-VIC,2294,10040947:5676771:5690250,Downtown,18962,5690250,1
15-VIC,2771,10125573:5676773:5690731,Esquimalt - Fort/Yates Exp,18702,5690731,1
4-VIC,2294,10041205:5676774:5690676,UVic - via Hillside,18645,5690676,0
95-VIC,1781,10031477:5676777:5690111,Blink - to Langford,18836,5690111,1
30-VIC,1781,10057739:5676778:5690300,Royal Oak Exch - via Carey,18634,5690300,0
28-VIC,1781,10032209:5676779:5691286,Downtown,18712,5691286,1
88-VIC,2087,10094375:5676780:5690603,Airport,18544,5690603,1
88-VIC,2089,10094375:5676780:5690807,Airport,18544,5690807,1
75-VIC,2087,10053680:5676781:5695407,Royal Oak Exch - to 30 Downtown,19632,5695407,1
75-VIC,2089,10053680:5676781:5695468,Royal Oak Exch - to 30 Downtown,19632,5695468,1
52-VIC,2087,10102869:5676782:5690587,Colwood Exch - via Royal Bay,19646,5690587,0
15-VIC,2294,10041029:5676783:5690115,UVic - Foul Bay Exp,19054,5690115,0
30-VIC,2294,10058243:5676784:5690684,Royal Oak Exch - via Carey,18634,5690684,0
95-VIC,1781,10031517:5676786:5690279,Blink - to Downtown,18717,5690279,0
22-VIC,2087,10025389:5676787:5690513,Vic General - via Hastings,19322,5690513,0
22-VIC,2089,10025389:5676787:5691228,Vic General - via Hastings,19322,5691228,0
27-VIC,2089,10025636:5676788:5690199,Gordon Head - via Shelbourne,19171,5690199,0
27-VIC,2087,10025636:5676788:5690506,Gordon Head - via Shelbourne,19171,5690506,0
2-VIC,1781,10054896:5676790:5691464,Downtown Only,18991,5691464,0
4-VIC,1781,10032008:5676791:5691046,UVic - via Hillside,18645,5691046,0
4-VIC,1781,10031711:5676792:5690031,Downtown,18477,5690031,1
8-VIC,2087,10025334:5676794:5690465,Oak Bay - via Finlayson,18710,5690465,0
8-VIC,2089,10025334:5676794:5690561,Oak Bay - via Finlayson,18710,5690561,0
31-VIC,1781,10057679:5676795:5690794,Royal Oak Exch - via Glanford,18743,5690794,0
26-VIC,2089,10070061:5676797:5690346,UVic - via McKenzie,18624,5690346,0
26-VIC,2087,10070061:5676797:5691185,UVic - via McKenzie,18624,5691185,0
61-VIC,1781,10031606:5676800:5690811,Sooke,19637,5690811,1
58-VIC,2089,10094143:5676801:5690212,Langford Exch - via Westhills,18751,5690212,0
58-VIC,2087,10094143:5676801:5690438,Langford Exch - via Westhills,18751,5690438,0
4-VIC,2294,10041203:5676802:5690676,Downtown,18477,5690676,1
28-VIC,2294,10041324:5676804:5690649,Majestic - via Shelbourne,18982,5690649,0
15-VIC,2771,10125580:5676810:5690419,Esquimalt - Fort/Yates Exp,18702,5690419,1
14-VIC,1781,10031751:5676811:5690452,UVic - via Richmond,19055,5690452,0
30-VIC,2771,10126090:5676813:5691118,To Gorge Only,19295,5691118,1
11-VIC,2294,10041156:5676814:5690177,Tillicum Ctr - via Gorge,18834,5690177,1
14-VIC,2771,10125558:5676816:5691146,Vic General - via Craigflower,19158,5691146,1
95-VIC,2294,10032881:5676818:5691081,Blink - to Langford,18836,5691081,1
27-VIC,1781,10032201:5676819:5691176,Downtown,18663,5691176,1
31-VIC,1781,10057759:5676820:5690300,Royal Oak Exch - via Glanford,18743,5690300,0
30-VIC,2089,10053563:5676824:5690242,Royal Oak Exch - via Carey,18634,5690242,0
30-VIC,2087,10053563:5676824:5691083,Royal Oak Exch - via Carey,18634,5691083,0
6-VIC,1781,10032659:5676826:5690613,Royal Oak Exch - via Royal Oak Ctr,18715,5690613,0
7-VIC,2294,10041764:5676828:5690844,UVic - via Fairfield,18816,5690844,1
57-VIC,2087,10094098:5676829:5690119,Thetis Hgts - via McCallum,18579,5690119,0
57-VIC,2089,10094098:5676829:5691037,Thetis Hgts - via McCallum,18579,5691037,0
52-VIC,2089,10093896:5676830:5690412,Colwood Exch - via Royal Bay,18903,5690412,0
52-VIC,2087,10093896:5676830:5690445,Colwood Exch - via Royal Bay,18903,5690445,0
7-VIC,2771,10126440:5676834:5690552,Downtown Only,18951,5690552,0
15-VIC,2089,10054667:5676836:5691149,UVic - Foul Bay Exp,19054,5691149,0
15-VIC,2087,10054667:5676836:5691314,UVic - Foul Bay Exp,19054,5691314,0
14-VIC,2089,10024637:5676837:5690929,UVic - via Richmond,19055,5690929,0
14-VIC,2087,10024637:5676837:5691283,UVic - via Richmond,19055,5691283,0
95-VIC,2771,10124677:5676844:5690512,Blink - to Downtown,18717,5690512,0
21-VIC,2089,10051127:5676846:5690100,Interurban - VI Tech Park,18452,5690100,0
21-VIC,2087,10051127:5676846:5691433,Interurban - VI Tech Park,18452,5691433,0
31-VIC,1781,10057670:5676849:5690566,Royal Oak Exch - via Glanford,18743,5690566,0
1-VIC,2087,10094611:5676851:5690160,Downtown,19248,5690160,1
1-VIC,2089,10094611:5676851:5691225,Downtown,19248,5691225,1
30-VIC,2771,10126010:5676852:5691029,Downtown,18838,5691029,1
11-VIC,1781,10032063:5676854:5690769,UVic - via Uplands,19456,5690769,0
70-VIC,1781,10058017:5676855:5690383,Downtown - via Hwy #17,18849,5690383,1
25-VIC,2089,10025472:5676856:5690190,Tillicum Ctr via Munro,19261,5690190,1
25-VIC,2765,10025472:5676856:5691302,Tillicum Ctr via Munro,19261,5691302,1
25-VIC,2766,10025472:5676856:5691405,Tillicum Ctr via Munro,19261,5691405,1
4-VIC,2089,10069870:5676858:5690346,UVic - via Hillside,18645,5690346,0
4-VIC,2087,10069870:5676858:5691185,UVic - via Hillside,18645,5691185,0
3-VIC,2089,10094548:5676859:5695496,James Bay - via Linden,19594,5695496,0
3-VIC,2087,10094548:5676859:5695572,James Bay - via Linden,19594,5695572,0
55-VIC,2294,10042140:5676860:5691359,William Head - via Happy Valley,18851,5691359,1
95-VIC,1781,10031459:5676861:5691396,Blink - to Downtown,18717,5691396,0
58-VIC,2771,10126322:5676862:5690350,Goldstream Mdws - via Westhills,18671,5690350,1
22-VIC,1781,10040536:5676863:5690233,Downtown Only,18934,5690233,0
2-VIC,2294,10055019:5676865:5690795,James Bay - Fisherman's Wharf,18896,5690795,1
26-VIC,2089,10070046:5676866:5690086,Dockyard - via Tillicum,18575,5690086,1
26-VIC,2087,10070046:5676866:5691129,Dockyard - via Tillicum,18575,5691129,1
95-VIC,2089,10070499:5676867:5690606,Blink - to Downtown,18717,5690606,0
95-VIC,2087,10070499:5676867:5691391,Blink - to Downtown,18717,5691391,0
81-VIC,2294,10041736:5676868:5691064,Brentwood,18519,5691064,1
27-VIC,2087,10025668:5676869:5690244,Downtown,18663,5690244,1
27-VIC,2089,10025668:5676869:5691158,Downtown,18663,5691158,1
31-VIC,2771,10125999:5676871:5690476,Downtown,18859,5690476,1
4-VIC,2089,10069949:5676872:5690342,UVic - via Hillside,18645,5690342,0
4-VIC,2087,10069949:5676872:5690529,UVic - via Hillside,18645,5690529,0
64-VIC,2087,10094236:5676876:5691333,East Sooke,19146,5691333,0
64-VIC,2089,10094236:5676876:5691470,East Sooke,19146,5691470,0
6-VIC,1781,10032576:5676879:5691434,Royal Oak Exch - via Royal Oak Ctr,18715,5691434,0
28-VIC,2771,10125730:5676880:5690570,Downtown,18712,5690570,1
6-VIC,2087,10053597:5676881:5690681,B Royal Oak Exch - via Chatterton,18445,5690681,0
6-VIC,2089,10053597:5676881:5690791,B Royal Oak Exch - via Chatterton,18445,5690791,0
47-VIC,2089,10053683:5676882:5690205,Goldstream Mdws - via Thetis Hgts,19175,5690205,1
47-VIC,2087,10053683:5676882:5690989,Goldstream Mdws - via Thetis Hgts,19175,5690989,1
39-VIC,1781,10040323:5676883:5690566,UVic - via Royal Oak,19305,5690566,0
52-VIC,2771,10126579:5676884:5690669,Colwood Exch - via Royal Bay,18903,5690669,0
26-VIC,1781,10032256:5676885:5691226,Dockyard - via Tillicum,18575,5691226,1
81-VIC,2682,10094364:5676887:5690447,To Sidney Only,19030,5690447,0
81-VIC,2089,10094364:5676887:5691224,To Sidney Only,19030,5691224,0
6-VIC,1781,10032558:5676890:5691255,Royal Oak Exch - via Royal Oak Ctr,18715,5691255,0
72-VIC,2294,10058123:5676893:5690103,Downtown - via Saanichton,18716,5690103,1
88-VIC,2089,10094335:5676894:5690221,Airport,18544,5690221,1
88-VIC,2087,10094335:5676894:5690700,Airport,18544,5690700,1
11-VIC,2771,10125382:5676899:5690423,UVic - via Uplands,19456,5690423,0
27-VIC,1781,10032302:5676901:5690901,Downtown,18663,5690901,1
55-VIC,2294,10042142:5676904:5691359,William Head - via Happy Valley,18851,5691359,1
14-VIC,1781,10031941:5676905:5690674,UVic - via Richmond,19055,5690674,0
95-VIC,2089,10070507:5676907:5690606,Blink - to Langford,18836,5690606,1
95-VIC,2087,10070507:5676907:5691391,Blink - to Langford,18836,5691391,1
