,Route,Time,Speed,x,y,Notes
176,50 Downtown,2022-05-26 15:39:07.020921,3.6,-123.37589263916016,48.453163146972656,Route: 50 Downtown   Time: 15:39:07   Speed: 3.6 km/hr
177,50 Downtown,2022-05-26 15:39:17.191052,7.2,-123.37583923339844,48.453067779541016,Route: 50 Downtown   Time: 15:39:17   Speed: 7.2 km/hr
178,50 Downtown,2022-05-26 15:39:27.381877,7.2,-123.37583923339844,48.453067779541016,Route: 50 Downtown   Time: 15:39:27   Speed: 7.2 km/hr
179,50 Downtown,2022-05-26 15:39:37.563452,7.2,-123.37583923339844,48.453067779541016,Route: 50 Downtown   Time: 15:39:37   Speed: 7.2 km/hr
180,50 Downtown,2022-05-26 15:39:47.759980,0.0,-123.37577056884766,48.45294189453125,Route: 50 Downtown   Time: 15:39:47   Speed: 0.0 km/hr
181,50 Downtown,2022-05-26 15:39:57.941459,0.0,-123.37577056884766,48.45294189453125,Route: 50 Downtown   Time: 15:39:57   Speed: 0.0 km/hr
182,50 Downtown,2022-05-26 15:40:08.111213,0.0,-123.37577056884766,48.45294189453125,Route: 50 Downtown   Time: 15:40:08   Speed: 0.0 km/hr
183,50 Downtown,2022-05-26 15:40:18.310331,25.2,-123.37560272216797,48.4526481628418,Route: 50 Downtown   Time: 15:40:18   Speed: 25.2 km/hr
184,50 Downtown,2022-05-26 15:40:28.494898,25.2,-123.37560272216797,48.4526481628418,Route: 50 Downtown   Time: 15:40:28   Speed: 25.2 km/hr
185,50 Downtown,2022-05-26 15:40:38.686340,25.2,-123.37560272216797,48.4526481628418,Route: 50 Downtown   Time: 15:40:38   Speed: 25.2 km/hr
186,50 Downtown,2022-05-26 15:40:48.872754,39.6,-123.3748779296875,48.45150375366211,Route: 50 Downtown   Time: 15:40:48   Speed: 39.6 km/hr
187,50 Downtown,2022-05-26 15:40:59.045442,39.6,-123.3748779296875,48.45150375366211,Route: 50 Downtown   Time: 15:40:59   Speed: 39.6 km/hr
188,50 Downtown,2022-05-26 15:41:09.224224,39.6,-123.3748779296875,48.45150375366211,Route: 50 Downtown   Time: 15:41:09   Speed: 39.6 km/hr
189,50 Downtown,2022-05-26 15:41:19.403192,10.8,-123.37372589111328,48.44953536987305,Route: 50 Downtown   Time: 15:41:19   Speed: 10.8 km/hr
190,50 Downtown,2022-05-26 15:41:29.586239,10.8,-123.37372589111328,48.44953536987305,Route: 50 Downtown   Time: 15:41:29   Speed: 10.8 km/hr
191,50 Downtown,2022-05-26 15:41:39.773394,10.8,-123.37372589111328,48.44953536987305,Route: 50 Downtown   Time: 15:41:39   Speed: 10.8 km/hr
192,50 Downtown,2022-05-26 15:41:49.987383,10.8,-123.37372589111328,48.44953536987305,Route: 50 Downtown   Time: 15:41:49   Speed: 10.8 km/hr
193,50 Downtown,2022-05-26 15:42:00.179206,10.8,-123.37372589111328,48.44953536987305,Route: 50 Downtown   Time: 15:42:00   Speed: 10.8 km/hr
194,50 Downtown,2022-05-26 15:42:10.360587,3.6,-123.37361145019531,48.44939041137695,Route: 50 Downtown   Time: 15:42:10   Speed: 3.6 km/hr
195,50 Downtown,2022-05-26 15:42:20.559184,3.6,-123.37361145019531,48.44939041137695,Route: 50 Downtown   Time: 15:42:20   Speed: 3.6 km/hr
196,50 Downtown,2022-05-26 15:42:30.741649,3.6,-123.37361145019531,48.44939041137695,Route: 50 Downtown   Time: 15:42:30   Speed: 3.6 km/hr
197,50 Downtown,2022-05-26 15:42:40.932553,3.6,-123.37361145019531,48.44939041137695,Route: 50 Downtown   Time: 15:42:40   Speed: 3.6 km/hr
198,50 Downtown,2022-05-26 15:42:51.102730,3.6,-123.37361145019531,48.44939041137695,Route: 50 Downtown   Time: 15:42:51   Speed: 3.6 km/hr
199,50 Downtown,2022-05-26 15:43:01.280274,3.6,-123.37361145019531,48.44939041137695,Route: 50 Downtown   Time: 15:43:01   Speed: 3.6 km/hr
200,50 Downtown,2022-05-26 15:43:11.474127,39.6,-123.37288665771484,48.44827651977539,Route: 50 Downtown   Time: 15:43:11   Speed: 39.6 km/hr
201,50 Downtown,2022-05-26 15:43:21.645524,39.6,-123.37288665771484,48.44827651977539,Route: 50 Downtown   Time: 15:43:21   Speed: 39.6 km/hr
202,50 Downtown,2022-05-26 15:43:31.826748,39.6,-123.37288665771484,48.44827651977539,Route: 50 Downtown   Time: 15:43:31   Speed: 39.6 km/hr
203,50 Downtown,2022-05-26 15:43:42.013100,28.8,-123.37200164794922,48.446903228759766,Route: 50 Downtown   Time: 15:43:42   Speed: 28.8 km/hr
204,50 Downtown,2022-05-26 15:43:52.209470,28.8,-123.37200164794922,48.446903228759766,Route: 50 Downtown   Time: 15:43:52   Speed: 28.8 km/hr
205,50 Downtown,2022-05-26 15:44:02.405359,28.8,-123.37200164794922,48.446903228759766,Route: 50 Downtown   Time: 15:44:02   Speed: 28.8 km/hr
206,50 Downtown,2022-05-26 15:44:12.592411,28.8,-123.3708267211914,48.4449462890625,Route: 50 Downtown   Time: 15:44:12   Speed: 28.8 km/hr
207,50 Downtown,2022-05-26 15:44:22.772461,28.8,-123.3708267211914,48.4449462890625,Route: 50 Downtown   Time: 15:44:22   Speed: 28.8 km/hr
208,50 Downtown,2022-05-26 15:44:33.031066,28.8,-123.3708267211914,48.4449462890625,Route: 50 Downtown   Time: 15:44:33   Speed: 28.8 km/hr
209,50 Downtown,2022-05-26 15:44:43.247660,32.4,-123.3702621459961,48.44397735595703,Route: 50 Downtown   Time: 15:44:43   Speed: 32.4 km/hr
210,50 Downtown,2022-05-26 15:44:53.428427,32.4,-123.3702621459961,48.44397735595703,Route: 50 Downtown   Time: 15:44:53   Speed: 32.4 km/hr
211,50 Downtown,2022-05-26 15:45:03.631363,32.4,-123.3702621459961,48.44397735595703,Route: 50 Downtown   Time: 15:45:03   Speed: 32.4 km/hr
212,50 Downtown,2022-05-26 15:45:13.825390,25.2,-123.36934661865234,48.442420959472656,Route: 50 Downtown   Time: 15:45:13   Speed: 25.2 km/hr
213,50 Downtown,2022-05-26 15:45:24.008335,25.2,-123.36934661865234,48.442420959472656,Route: 50 Downtown   Time: 15:45:24   Speed: 25.2 km/hr
214,50 Downtown,2022-05-26 15:45:34.222222,25.2,-123.36934661865234,48.442420959472656,Route: 50 Downtown   Time: 15:45:34   Speed: 25.2 km/hr
215,50 Downtown,2022-05-26 15:45:44.412928,0.0,-123.36918640136719,48.442134857177734,Route: 50 Downtown   Time: 15:45:44   Speed: 0.0 km/hr
216,50 Downtown,2022-05-26 15:45:54.597681,0.0,-123.36918640136719,48.442134857177734,Route: 50 Downtown   Time: 15:45:54   Speed: 0.0 km/hr
